Width	Heigh	Diameter	Season	Manufacturer
21	20	38	4	21
71	9	8	2	143
39	38	12	3	163
93	38	29	3	198
81	32	3	2	139
149	23	22	1	159
139	24	38	4	199
94	38	9	4	94
62	17	16	1	137
17	33	40	1	166
94	32	9	3	20
49	24	32	3	190
109	9	6	2	88
87	10	36	3	79
41	19	29	1	32
17	11	19	1	206
152	20	40	3	151
16	9	7	1	78
38	17	17	1	134
34	19	28	4	112
143	7	30	3	71
42	8	17	3	51
65	29	8	4	207
49	36	1	4	100
15	36	25	2	49
115	24	14	2	54
81	30	37	2	152
151	2	39	3	172
14	35	30	2	148
59	10	17	4	4
151	34	35	3	111
96	13	6	2	109
21	38	27	3	171
43	38	32	4	65
100	5	25	4	100
10	14	24	2	149
109	3	1	4	115
98	16	18	3	115
44	3	22	2	171
86	1	18	1	188
46	21	40	2	185
109	17	41	1	166
89	10	25	3	129
54	11	26	1	142
102	28	20	3	108
114	1	19	3	146
122	11	26	2	56
149	4	24	1	25
54	21	5	3	113
105	25	31	4	164
22	18	16	3	127
147	7	10	2	193
83	13	14	4	193
89	27	11	2	113
129	33	21	4	106
109	25	20	4	29
124	5	20	4	59
52	29	26	2	196
119	4	34	3	118
150	28	36	3	118
3	20	7	2	195
2	15	37	2	129
89	27	2	1	195
109	25	17	1	158
49	29	2	2	133
19	2	22	3	171
66	24	3	3	64
151	11	9	2	182
117	3	16	1	67
149	38	14	2	19
76	10	20	4	192
36	2	20	2	77
117	34	9	1	135
107	38	15	3	96
22	2	12	2	75
27	35	2	2	85
95	28	36	1	74
44	10	20	4	12
66	35	20	2	55
127	9	32	3	206
129	4	41	1	4
91	31	11	2	125
87	4	11	4	177
35	18	4	1	185
129	36	21	3	39
124	22	10	3	25
74	38	15	1	86
59	20	39	4	151
48	6	37	4	95
141	10	16	2	155
6	23	9	2	161
93	10	24	1	33
78	13	33	2	148
16	12	16	3	132
96	25	21	4	124
23	33	11	3	166
86	12	20	2	167
121	13	32	1	13
62	32	2	4	130
119	12	40	4	109
6	14	9	2	71
45	18	17	2	101
35	35	1	1	157
52	24	31	4	109
111	4	21	1	8
24	12	3	2	115
7	21	33	1	136
119	12	35	3	188
46	28	11	3	49
65	24	30	1	100
105	30	5	1	108
37	16	34	1	150
81	14	27	4	160
150	30	30	3	116
39	6	41	1	166
92	32	16	4	28
115	23	27	4	64
23	28	2	3	185
100	37	29	1	6
11	24	24	1	184
113	4	32	1	201
34	35	18	4	82
67	18	40	4	150
112	34	7	2	130
86	24	26	2	17
135	27	37	1	190
121	18	36	4	123
118	23	15	1	98
44	20	7	2	162
142	34	4	1	191
33	1	21	3	160
53	33	41	1	74
107	15	40	1	181
65	16	14	1	89
56	30	19	3	107
27	2	30	1	43
14	29	31	4	134
88	9	20	3	178
76	24	22	4	177
118	35	36	2	29
104	29	14	4	116
18	15	5	1	117
93	18	28	1	63
132	10	23	3	178
42	34	1	4	171
137	3	38	2	114
66	31	25	1	156
34	38	23	1	116
25	9	16	1	140
76	35	27	3	144
52	20	19	3	197
141	30	22	4	145
95	38	2	4	82
143	2	7	2	148
88	9	28	4	164
57	20	27	3	129
30	24	32	3	127
110	6	16	1	128
136	8	8	3	58
88	36	36	1	134
79	12	10	2	185
74	11	3	3	60
127	8	24	3	198
54	26	20	3	47
42	27	16	1	69
113	9	24	1	152
87	11	4	2	131
30	16	30	4	94
29	4	21	2	147
18	12	7	2	96
27	32	29	2	75
91	7	33	3	184
32	18	17	4	132
18	3	30	1	68
54	17	9	2	197
64	9	34	1	95
136	14	15	2	164
79	2	34	1	69
38	3	32	3	198
101	33	19	4	193
87	8	7	3	126
56	25	2	2	45
122	27	35	2	90
15	26	24	1	149
48	17	22	4	188
97	18	20	1	130
41	24	12	4	33
124	31	39	3	12
114	38	14	3	114
45	19	21	2	28
3	23	3	1	20
107	17	8	4	23
43	1	33	3	83
96	5	17	3	165
52	1	21	1	170
65	38	20	2	204
3	12	37	4	8
12	10	22	2	71
145	10	38	3	74
107	28	30	4	180
143	20	25	1	106
30	21	9	1	180
75	24	36	3	82
28	30	10	4	38
116	37	15	1	146
20	36	35	2	106
64	30	12	2	199
13	30	19	4	67
84	24	18	1	171
6	35	10	4	173
125	6	16	1	190
9	12	39	3	49
53	29	32	3	116
64	1	27	4	116
14	9	33	1	143
50	19	34	2	4
2	12	11	4	181
81	18	20	3	189
5	17	41	1	95
17	22	35	2	197
117	36	33	2	37
36	36	9	1	149
88	21	8	1	64
18	25	4	2	161
142	6	1	2	160
7	33	28	4	109
33	38	14	2	124
131	9	39	2	159
125	32	17	4	75
23	3	25	2	184
15	9	40	4	35
119	21	18	1	112
43	25	27	4	90
47	25	24	1	39
25	34	22	1	75
87	11	38	4	114
78	7	32	1	32
16	8	31	1	198
70	13	29	1	131
42	33	32	2	34
41	37	10	1	44
147	4	35	3	172
86	22	18	3	173
98	38	32	2	39
140	23	39	1	113
79	29	7	2	84
96	2	32	4	198
66	6	27	3	82
22	33	40	3	137
145	23	11	1	97
133	12	40	3	178
18	27	31	1	181
54	13	12	2	206
26	1	6	2	195
1	30	35	1	109
59	29	15	3	49
54	16	19	1	35
72	22	8	1	9
135	27	27	4	105
68	38	26	4	169
33	22	4	4	150
61	20	39	4	112
139	24	9	2	94
150	34	32	3	7
114	5	40	3	161
133	2	10	2	57
130	33	37	4	149
37	6	10	3	192
131	20	22	2	132
97	16	34	3	166
97	9	27	1	35
16	8	11	2	191
145	25	9	2	131
108	32	39	4	82
25	31	13	4	59
86	25	3	1	139
43	2	28	4	87
28	1	38	1	88
115	4	41	2	199
89	9	22	3	142
126	35	10	4	107
93	29	14	4	16
65	19	1	3	117
138	30	5	3	183
125	22	14	2	58
61	22	32	3	139
101	2	21	2	131
22	7	6	1	183
121	37	17	2	68
46	35	38	1	144
54	36	30	3	152
150	24	32	3	117
16	12	39	2	17
143	32	12	4	204
48	35	2	1	60
139	32	10	2	76
103	12	8	4	28
29	9	20	3	161
105	16	29	3	101
102	5	2	1	69
151	35	31	2	33
43	31	30	2	67
30	27	34	3	42
84	32	8	4	141
32	28	36	4	41
10	5	29	2	16
130	20	24	1	54
93	13	14	2	68
37	29	40	2	4
136	34	34	4	180
70	2	39	3	190
31	17	18	1	117
145	1	11	2	199
39	26	39	4	185
94	28	25	1	53
140	5	2	1	130
145	18	2	2	76
123	21	35	4	200
61	25	14	1	50
77	28	9	4	183
11	22	15	1	204
34	28	33	4	140
91	12	25	2	42
113	35	39	4	108
99	5	31	1	74
46	9	10	2	183
7	6	16	1	18
84	26	22	1	54
56	12	20	4	142
20	9	13	3	173
94	14	25	3	113
3	20	15	3	130
19	15	9	3	177
50	1	40	1	171
84	17	6	2	131
141	38	24	1	163
38	33	30	2	199
104	35	24	4	141
7	38	5	1	105
75	34	28	4	100
56	33	29	3	21
42	11	37	1	62
117	37	17	4	198
137	21	28	1	185
91	20	16	4	66
87	13	19	1	38
102	33	41	4	195
142	23	24	3	185
52	33	37	2	69
38	8	12	4	110
83	29	30	4	121
93	28	34	3	156
123	32	21	1	39
57	25	11	3	15
46	26	6	3	134
12	18	10	2	149
74	20	33	2	95
90	29	22	4	107
113	15	32	4	92
59	14	28	1	177
38	10	1	2	124
147	24	16	1	165
14	3	28	1	115
79	33	15	2	60
55	38	18	1	173
10	34	27	3	203
144	23	6	3	207
61	2	35	3	70
103	26	28	2	180
4	6	22	4	102
29	5	29	1	24
141	10	5	2	124
122	16	37	3	117
101	38	31	4	154
95	2	8	3	129
151	27	26	4	181
95	33	25	2	133
149	2	3	3	86
46	28	19	3	37
31	3	11	3	189
111	20	19	2	9
67	28	41	3	57
14	18	41	4	82
55	36	41	2	181
76	25	30	1	104
14	28	10	3	71
29	26	27	3	144
86	8	39	4	121
128	3	14	1	201
132	16	5	2	93
135	9	23	3	143
136	11	38	4	137
81	12	30	1	17
106	23	6	1	22
44	19	5	4	121
112	20	13	2	78
110	12	13	4	107
33	15	25	3	166
138	15	33	3	157
23	20	16	1	72
47	38	6	1	176
114	32	1	2	162
1	14	40	4	88
43	34	36	1	152
79	20	23	1	54
2	14	11	4	167
101	16	11	4	40
98	4	20	1	48
66	21	5	3	129
55	30	19	2	154
57	23	15	3	73
94	36	40	2	96
85	14	35	3	72
30	32	23	3	107
84	23	37	2	108
138	20	18	2	202
35	32	6	3	40
94	33	34	4	17
130	3	23	1	180
74	10	22	4	98
134	23	17	1	8
37	33	12	3	45
108	37	19	2	140
81	17	17	3	128
38	32	37	1	85
143	14	8	1	206
84	18	12	2	93
49	34	39	2	184
65	31	25	4	26
34	33	11	1	204
31	1	3	1	118
106	16	16	3	124
105	2	24	1	131
18	7	27	3	177
141	28	8	2	140
108	7	15	3	40
34	24	31	1	59
52	10	14	2	82
152	29	26	4	189
57	30	33	3	136
37	20	10	3	126
10	11	6	2	100
7	20	11	4	117
74	14	37	2	13
66	18	16	2	205
73	35	29	3	42
91	10	29	4	85
114	14	26	1	42
75	34	34	4	125
141	19	26	3	118
3	17	15	4	196
147	30	3	2	18
89	18	41	2	64
81	30	1	1	19
73	1	36	3	43
51	29	10	3	174
59	21	41	3	182
134	15	25	2	169
109	25	4	3	127
131	19	13	4	57
103	13	22	1	89
45	38	2	1	53
96	28	19	1	152
1	29	9	3	158
96	31	4	4	201
47	5	25	1	46
79	36	32	2	98
92	22	5	1	110
71	13	25	3	178
106	28	8	2	62
24	20	37	1	74
148	35	39	3	159
49	12	4	1	95
78	26	35	3	106
20	17	22	3	62
61	32	31	2	135
16	1	5	2	38
89	26	28	2	22
1	1	25	3	118
104	17	26	1	124
146	19	33	3	140
99	9	41	1	50
143	36	30	4	177
129	36	21	2	66
108	25	10	1	192
29	6	24	3	12
111	12	9	3	185
31	26	12	4	148
84	27	30	3	86
11	35	30	3	85
128	24	11	4	124
16	22	38	4	190
26	3	23	3	97
105	30	39	1	155
141	15	4	2	138
72	23	19	4	113
31	36	19	3	174
65	11	32	2	40
19	3	35	3	169
132	38	32	3	77
139	38	17	3	72
46	17	41	2	106
130	18	22	3	182
39	17	4	4	154
117	10	6	3	80
119	6	5	3	58
66	8	32	3	23
2	38	31	1	11
97	20	10	3	113
5	33	7	2	127
146	23	12	2	199
134	16	23	2	173
14	16	29	2	164
19	33	21	2	197
88	10	19	1	132
125	4	29	1	135
142	22	16	2	182
108	18	37	2	129
124	28	41	1	86
90	25	10	3	41
27	31	27	1	18
130	37	38	1	27
25	19	32	4	95
118	31	33	2	39
79	30	22	2	113
96	8	8	2	191
143	2	20	3	96
147	38	32	4	195
142	21	38	4	176
53	33	7	3	155
35	2	15	2	172
79	29	26	4	93
77	17	18	2	92
74	13	24	2	91
117	30	12	1	154
30	35	34	1	38
107	8	26	2	146
19	33	15	4	48
98	25	34	1	133
101	19	38	3	37
106	27	22	2	61
24	33	11	2	103
100	25	19	4	179
17	14	37	4	32
88	11	32	1	63
29	16	6	3	62
3	21	28	2	157
5	6	37	1	53
65	32	4	4	90
39	14	19	2	204
38	34	8	1	206
60	7	17	2	130
66	25	6	4	91
86	2	41	4	202
16	28	5	4	147
10	28	38	1	154
74	11	30	2	107
38	16	28	2	167
114	21	2	4	17
89	9	33	1	90
16	8	19	2	96
35	29	40	2	161
19	11	30	4	202
141	22	40	4	185
133	13	28	4	107
96	8	31	2	87
140	23	21	2	163
70	34	21	2	78
90	35	22	3	156
117	12	23	1	161
16	16	19	3	74
21	19	38	1	12
130	9	14	3	83
106	4	37	4	23
150	13	3	2	138
15	5	38	2	50
7	23	19	2	177
134	12	15	1	199
8	33	23	2	180
10	33	25	2	93
37	21	11	1	140
78	9	17	4	56
94	20	2	1	6
1	32	8	4	190
7	12	4	1	112
129	14	18	1	182
21	1	29	3	188
129	6	38	2	206
37	8	6	3	132
18	36	31	2	165
27	15	41	3	54
150	31	39	2	172
14	31	40	3	151
20	12	41	3	156
69	20	38	4	183
48	6	26	1	184
149	34	38	4	52
109	17	23	4	202
102	32	16	1	39
129	26	14	1	176
108	37	35	2	61
76	9	38	4	167
47	8	5	4	161
105	8	27	1	110
22	33	35	2	191
122	33	24	4	15
42	1	13	2	167
88	17	36	4	152
152	29	33	3	191
128	13	12	3	20
145	31	19	2	91
1	36	37	4	122
138	23	2	2	5
52	13	41	1	147
82	16	22	2	179
17	30	7	2	8
144	32	37	4	143
51	10	29	3	76
17	20	19	4	36
125	18	13	2	192
152	28	3	1	23
22	3	19	2	140
32	4	3	2	160
91	25	24	2	111
98	17	11	1	114
115	5	23	3	186
82	10	21	4	205
34	21	31	4	48
126	5	6	4	120
45	32	21	2	99
65	33	25	4	195
145	38	25	2	201
7	24	17	4	120
130	19	19	3	57
146	36	15	2	167
11	10	40	3	196
16	23	29	3	184
67	1	12	3	87
12	31	34	2	191
52	5	33	1	55
64	38	23	2	131
58	11	13	2	184
7	20	31	4	110
28	11	22	1	24
76	15	39	4	85
128	24	21	2	192
73	11	8	2	194
9	20	27	1	201
102	18	17	2	169
113	10	31	3	199
19	33	16	4	71
86	6	3	1	10
90	21	16	4	72
83	24	11	1	183
121	3	34	2	44
143	5	32	2	194
82	1	40	2	171
43	28	40	1	182
98	38	34	2	89
142	3	32	1	172
3	29	13	1	194
79	18	21	2	169
42	37	12	3	207
22	25	22	2	164
143	13	10	3	157
1	3	10	1	9
9	22	19	1	91
33	11	19	1	174
102	30	4	3	164
37	33	19	3	116
43	36	13	2	157
8	14	9	4	89
23	35	34	4	82
123	22	37	3	190
135	17	14	1	7
149	11	35	1	31
146	10	36	1	108
34	37	31	2	154
46	12	29	4	153
87	14	5	1	197
89	6	16	3	124
150	20	11	4	110
112	10	3	4	135
104	35	9	2	200
142	33	36	4	18
46	28	28	3	120
71	38	6	4	193
98	20	37	4	123
31	26	18	2	112
67	23	1	4	183
30	25	27	1	63
93	20	2	3	200
8	27	7	4	41
3	22	9	3	102
109	29	1	1	159
70	4	21	2	136
139	27	6	3	176
58	7	30	2	111
149	6	21	4	4
4	1	11	2	185
97	25	28	4	61
91	14	38	2	178
89	8	30	4	75
86	12	36	2	40
59	24	7	1	132
124	2	37	4	110
30	6	39	2	167
92	25	35	3	30
61	30	30	4	193
90	35	27	3	170
62	25	26	4	121
49	1	7	3	132
122	25	11	1	178
70	5	21	4	165
51	8	30	1	205
72	7	14	4	204
113	11	15	3	207
144	25	25	1	160
66	18	33	1	104
74	11	7	1	171
64	18	26	1	202
8	17	39	1	139
85	29	37	4	182
80	15	11	3	69
127	27	36	2	165
62	6	30	2	62
37	28	21	4	50
31	4	33	3	90
146	29	6	3	41
45	33	34	1	36
36	14	13	2	28
131	25	20	2	52
143	35	21	3	189
14	16	18	3	179
47	11	26	1	181
28	23	22	4	153
72	21	10	4	202
29	20	41	1	61
75	13	11	1	76
65	7	30	3	54
109	24	4	4	198
117	14	11	1	195
41	4	16	3	131
149	38	20	3	81
142	19	8	3	206
94	13	38	1	4
51	21	23	4	57
18	37	11	4	159
140	6	25	3	32
130	36	1	1	69
68	32	35	2	177
129	5	15	3	36
25	29	31	1	73
31	29	19	1	106
137	24	19	3	170
35	6	34	1	7
152	24	11	3	199
27	27	26	4	61
94	33	14	1	205
141	26	20	3	23
115	28	1	4	206
21	24	23	4	67
31	27	27	2	75
143	28	17	2	98
111	5	8	4	202
3	10	1	4	13
103	27	13	2	145
72	2	27	4	207
138	16	23	3	94
116	30	8	3	134
61	28	3	3	150
102	16	37	3	78
80	27	3	2	110
60	21	20	3	86
32	9	8	4	167
39	4	4	3	105
19	12	32	4	90
100	18	19	4	56
99	32	20	4	51
112	32	9	2	124
126	25	33	2	154
116	26	37	2	78
123	16	6	3	50
76	21	40	3	73
104	9	9	1	16
78	4	14	2	197
65	35	3	3	155
124	19	34	1	182
138	35	2	4	206
72	30	2	4	96
132	23	38	4	159
90	6	32	2	32
20	19	25	1	166
9	36	41	1	147
16	11	15	3	110
133	14	4	2	2
133	23	28	2	139
70	5	30	2	176
128	26	25	1	203
76	24	28	4	165
121	6	27	4	8
89	17	12	3	36
83	24	5	2	65
3	18	41	3	122
109	13	19	2	200
59	10	37	2	188
77	15	11	2	196
112	31	7	4	143
75	1	24	3	50
11	34	23	4	39
17	11	10	4	87
7	10	33	3	20
27	35	22	3	200
84	12	22	1	168
134	34	12	4	18
148	18	2	3	118
71	1	17	1	190
90	25	1	3	87
45	23	36	2	78
9	18	37	1	60
43	1	35	3	4
29	31	6	4	168
6	2	22	4	72
4	4	30	4	187
126	17	22	2	100
7	37	18	2	113
82	25	24	3	90
75	4	17	1	127
40	20	19	4	33
58	34	29	3	205
18	15	10	2	187
45	5	38	1	88
5	35	20	3	70
64	14	23	2	31
68	23	11	4	19
39	33	5	4	133
68	25	6	1	135
136	14	9	1	136
13	32	27	4	177
12	38	11	2	93
119	12	16	2	133
113	31	41	4	198
19	28	19	1	137
81	8	9	3	166
69	11	8	3	60
58	19	22	2	150
128	13	15	1	91
61	15	22	4	103
118	37	11	4	191
105	15	4	2	139
98	22	4	3	106
15	27	32	4	135
88	8	30	1	89
44	35	34	3	75
66	19	26	1	84
122	12	30	3	194
77	17	17	1	86
40	36	38	4	133
135	30	25	4	148
57	25	13	1	115
55	18	20	3	162
147	23	12	1	126
18	21	24	1	201
30	3	29	1	93
46	4	20	4	82
127	26	16	2	101
53	9	24	4	160
37	10	28	2	180
113	7	36	2	141
151	18	19	3	99
122	13	40	1	6
2	16	19	4	20
45	7	7	2	177
77	7	2	3	142
80	8	23	4	144
99	3	22	2	5
123	36	38	1	155
102	23	33	2	186
78	27	20	3	158
129	13	22	1	101
104	32	25	2	82
72	25	40	3	150
26	9	28	2	171
148	18	8	1	103
105	9	27	2	42
92	38	32	2	192
63	18	41	3	148
7	5	15	1	161
99	20	10	2	159
55	17	9	2	202
76	20	19	2	26
81	8	8	1	66
147	34	23	4	142
35	30	23	2	106
73	11	38	2	204
112	36	36	4	64
134	32	13	4	93
35	24	11	1	5
145	14	20	2	195
64	28	10	4	186
24	30	3	1	71
104	33	19	4	89
20	27	35	3	93
118	7	32	2	60
137	12	17	1	38
10	36	8	4	10
72	3	26	2	56
66	16	22	1	109
24	8	17	4	134
121	30	9	4	110
9	14	39	2	174
67	21	35	2	206
122	13	25	3	91
7	36	28	4	133
37	10	30	4	31
45	37	28	1	51
82	17	13	1	148
17	17	27	3	154
126	6	39	1	201
72	15	15	4	160
87	26	40	3	170
110	22	39	3	156
90	16	18	2	112
55	27	8	3	99
112	19	8	3	11
120	16	17	4	167
15	17	38	1	152
51	23	12	2	106
15	28	5	3	162
64	37	3	3	182
70	29	41	4	120
72	15	8	4	12
117	11	37	1	171
122	38	25	4	93
32	38	39	3	128
133	2	32	2	103
95	9	16	4	184
136	2	28	1	76
127	33	13	4	13
51	7	33	1	110
100	38	6	4	47
22	18	30	2	100
149	20	16	3	128
35	23	39	1	168
74	29	40	4	71
106	10	14	1	35
68	37	19	1	12
31	38	10	3	129
3	5	2	3	54
78	4	11	1	130
77	21	27	3	191
151	17	19	4	104
8	10	27	1	183
98	34	19	1	166
129	6	16	3	111
35	22	21	2	100
33	28	8	4	74
148	3	37	2	93
87	32	12	3	162
55	13	2	3	108
72	14	9	2	136
104	26	30	2	39
21	30	26	2	44
32	27	2	2	196
56	14	26	3	85
89	21	26	1	130
11	26	7	1	99
53	20	11	1	20
124	12	23	4	197
75	6	34	4	67
20	30	33	1	167
136	16	3	4	108
36	34	35	3	150
10	35	29	3	175
43	26	14	2	98
66	22	1	2	201
63	32	3	3	65
32	30	8	4	131
60	27	41	1	109
6	28	41	3	157
36	22	15	3	177
13	29	35	2	129
73	15	35	3	119
34	21	6	4	67
105	5	5	1	6
81	25	8	2	11
14	37	1	3	156
7	23	36	2	157
145	38	27	3	130
50	34	38	2	84
45	37	38	4	206
2	11	38	2	194
80	3	28	1	28
32	11	9	2	133
107	4	18	1	138
131	13	29	3	7
82	22	8	1	67
87	38	1	4	169
62	38	33	4	104
77	26	28	1	143
129	10	40	2	12
103	23	20	3	27
54	38	2	4	60
41	7	33	4	51
80	38	12	1	37
22	22	2	3	85
5	17	40	1	111
91	38	18	2	93
63	22	29	3	155
113	1	3	4	161
144	3	1	2	51
124	26	33	1	90
133	37	14	3	12
53	18	37	3	112
60	32	26	4	207
77	16	41	3	179
141	15	32	1	156
83	7	24	3	128
86	14	7	4	38
84	9	21	3	148
117	34	6	4	12
118	26	16	4	153
121	32	11	4	39
130	19	18	3	192
48	16	37	3	161
83	23	16	1	57
66	32	32	4	134
147	18	39	1	207
127	23	10	2	137
17	33	2	2	2
70	17	27	2	134
69	25	2	4	144
93	13	16	1	7
26	30	36	4	155
94	13	31	3	97
35	15	37	2	156
38	26	26	2	6
3	18	23	4	91
79	24	35	1	46
72	34	7	3	41
44	26	34	2	140
82	17	36	4	152
147	3	40	4	103
90	34	41	4	200
42	37	30	2	197
34	31	2	2	123
131	19	17	2	162
21	6	27	4	137
50	19	13	2	172
41	10	13	1	56
137	26	3	4	116
65	38	9	2	35
119	16	23	2	201
91	20	29	1	53
148	28	6	1	152
30	33	25	3	119
57	21	15	3	101
20	18	23	1	34
140	21	30	3	149
21	10	41	1	166
74	27	9	4	12
136	38	14	2	80
5	18	14	2	112
46	15	19	2	119
105	30	29	3	84
110	20	19	2	205
38	22	41	4	138
69	13	25	3	169
152	8	1	3	137
45	2	5	1	100
55	9	31	3	90
97	29	32	2	193
133	37	24	2	110
13	26	25	2	108
73	5	21	2	163
45	35	17	4	193
129	3	7	2	153
7	3	25	3	111
38	35	5	3	203
37	21	28	1	185
147	33	39	1	23
111	17	23	1	106
11	19	16	1	62
148	24	30	1	83
33	30	39	4	118
13	16	7	1	180
137	23	13	1	156
4	33	41	2	110
126	29	9	2	144
118	15	17	4	95
13	1	18	1	205
69	21	30	3	109
9	28	10	3	79
133	17	15	1	151
25	22	35	2	194
118	25	23	3	130
57	11	28	3	35
103	10	17	4	160
76	3	13	2	141
129	34	2	1	57
126	21	41	3	2
21	16	3	2	30
73	31	5	4	116
123	25	38	2	106
117	26	37	1	25
13	29	4	2	160
47	19	2	2	30
149	5	9	2	126
147	8	26	4	95
151	7	40	3	149
2	27	33	4	141
91	30	38	4	96
120	26	12	3	45
43	23	38	3	139
110	22	28	3	59
132	32	32	2	122
118	3	12	2	32
57	17	28	3	203
49	37	32	1	173
17	30	39	3	51
88	38	14	2	56
123	29	30	2	146
151	29	8	3	175
13	24	16	3	50
22	14	9	1	177
23	21	3	3	43
31	30	26	1	122
9	27	10	1	190
62	37	35	3	151
111	12	24	1	137
49	24	23	4	78
113	37	34	2	147
126	11	41	1	131
44	35	32	2	183
52	3	33	1	171
34	22	29	4	148
124	22	31	4	122
71	18	9	4	188
143	38	6	4	168
21	17	13	4	190
90	31	22	4	145
85	37	4	1	178
1	7	5	1	2
109	23	23	3	118
148	37	41	3	198
15	29	30	3	21
131	29	34	1	88
73	10	5	1	176
40	26	30	4	45
7	26	10	3	91
73	2	35	3	188
144	30	26	3	83
114	16	19	2	44
132	10	25	3	85
5	38	4	1	90
25	31	38	2	64
66	20	1	4	171
102	7	4	3	103
37	34	34	1	124
64	7	5	2	20
94	31	19	2	21
129	7	36	3	188
69	9	32	3	141
102	9	40	3	140
117	4	10	4	91
24	7	17	4	135
98	35	32	4	176
104	38	38	4	165
69	37	22	4	12
16	13	20	1	143
30	9	34	3	51
142	35	7	2	1
128	4	21	1	153
79	13	3	2	205
40	19	35	4	21
89	16	27	1	117
43	30	3	3	169
101	22	39	4	117
6	14	18	2	18
46	38	31	3	50
11	15	25	3	89
106	28	22	4	202
31	24	14	1	114
122	7	29	3	127
5	13	16	2	174
46	34	3	2	135
8	8	17	3	143
6	6	30	3	186
22	17	5	1	92
41	15	37	3	193
13	19	23	2	204
80	3	34	4	63
18	25	16	3	131
25	7	3	1	37
55	25	18	2	206
47	1	26	1	124
117	29	31	4	139
100	7	22	3	171
139	22	6	2	128
134	3	37	2	146
27	37	23	3	80
123	30	16	2	187
97	17	24	4	165
41	25	35	1	31
113	9	24	4	54
129	38	32	4	65
34	32	9	4	83
1	27	36	2	159
36	37	34	4	158
138	38	1	4	87
63	1	16	1	185
46	17	12	2	179
84	32	5	4	79
72	26	5	1	195
80	13	10	1	185
132	10	24	1	145
140	17	21	1	72
103	19	8	1	96
148	37	38	1	201
14	31	1	1	194
9	24	9	4	74
3	28	24	4	70
62	35	3	2	176
10	2	33	4	83
53	3	39	3	172
86	35	17	2	74
71	19	36	2	183
136	12	27	4	151
10	16	18	1	101
37	2	17	1	13
42	30	31	4	174
20	12	12	4	120
118	29	17	4	10
43	1	10	1	166
10	13	18	4	124
143	19	18	4	134
12	1	18	3	184
52	1	22	2	8
74	17	29	3	133
63	10	26	1	96
118	14	33	2	6
108	13	39	3	55
59	16	30	1	1
127	8	11	1	37
36	18	38	2	64
129	34	3	2	156
114	18	19	2	136
75	27	11	1	193
2	32	3	2	150
93	24	11	3	87
107	6	24	2	122
152	2	11	4	141
82	13	2	4	51
2	36	37	1	114
47	10	3	2	192
27	16	32	2	109
69	37	21	4	102
58	22	8	3	39
132	3	32	1	153
139	23	2	4	99
6	11	29	1	129
115	8	7	2	20
106	13	36	4	14
119	17	16	3	169
94	18	20	1	63
47	24	37	2	196
93	26	21	4	165
150	19	20	1	31
113	18	33	1	181
43	17	38	1	206
33	22	30	3	101
137	30	23	4	191
144	29	14	3	90
29	19	19	3	29
37	8	25	4	147
58	35	20	2	177
149	8	24	4	150
84	8	23	4	189
42	35	25	1	158
115	27	13	2	152
57	16	24	3	67
36	23	20	2	127
57	16	29	3	196
12	18	11	2	105
13	18	24	2	44
129	25	6	2	136
43	21	6	2	149
38	9	27	3	4
63	19	11	2	54
135	31	31	1	201
93	18	29	1	185
16	27	23	2	68
68	7	10	3	130
68	11	32	4	151
33	7	21	4	96
82	18	15	1	29
29	19	39	3	73
7	27	7	3	74
141	8	25	2	76
35	28	37	2	192
130	10	12	3	11
52	27	27	4	136
52	4	17	2	127
11	14	5	3	187
70	27	6	4	161
75	16	17	3	31
136	31	22	4	37
145	35	12	3	117
7	7	26	2	1
58	18	28	3	162
73	36	26	2	46
134	11	30	3	168
135	34	26	2	93
112	18	15	2	19
44	10	36	4	195
20	32	1	2	202
34	21	32	2	4
85	22	31	1	158
148	14	7	4	160
148	20	5	1	30
49	13	30	2	143
127	10	21	1	112
96	37	38	2	161
13	20	39	3	136
12	35	27	2	68
91	27	36	3	120
75	38	39	2	91
106	12	17	4	51
87	10	32	4	105
67	22	4	1	164
140	18	35	1	186
94	33	3	1	143
74	6	38	2	54
81	5	13	3	133
137	33	21	2	151
107	12	33	3	191
53	15	2	4	168
115	8	15	1	86
115	17	33	1	178
13	30	38	2	195
80	11	32	4	179
92	1	13	2	168
140	30	12	4	94
75	33	39	4	112
94	22	6	4	105
46	14	4	3	81
37	32	29	4	207
86	11	18	4	59
46	34	9	1	205
22	37	3	3	197
135	13	13	1	158
26	36	8	2	102
24	14	25	2	85
92	31	6	3	160
27	12	20	2	207
135	28	30	1	35
30	21	31	1	186
73	15	15	2	161
45	25	34	4	162
123	7	18	3	158
6	21	34	2	15
125	3	41	1	36
116	7	12	4	183
134	22	27	2	157
134	23	3	2	193
85	8	39	2	87
101	19	41	2	70
136	25	27	2	86
112	28	34	4	32
7	19	38	2	188
2	33	32	3	157
80	24	26	2	183
68	8	35	2	53
39	23	7	1	145
81	20	30	3	149
86	5	15	2	172
102	9	32	3	86
85	17	7	3	64
147	20	26	4	177
134	21	25	3	90
19	26	16	1	69
66	29	24	2	139
140	26	13	2	134
123	21	30	3	115
80	13	20	3	192
54	2	11	4	204
124	13	39	1	53
152	12	9	1	178
47	26	40	1	136
46	13	11	1	140
152	3	35	4	148
42	35	10	1	101
106	30	23	2	60
77	37	36	3	155
28	34	31	1	110
10	26	24	3	42
36	13	41	2	139
