Width	Diameter	Pcd	Et	Dia	Manufacturer
9	1	42	13	80	29
4	6	2	4	12	76
12	7	31	4	11	9
1	13	15	63	13	26
18	18	22	8	88	8
23	1	27	6	63	51
18	1	34	34	2	29
23	10	10	81	101	20
22	5	8	65	80	33
4	9	14	71	32	32
6	17	35	95	4	3
2	10	37	45	1	47
6	6	19	27	96	38
23	3	34	7	85	27
14	2	25	97	72	6
10	3	31	21	94	16
28	13	26	69	97	77
19	7	4	97	50	55
22	15	21	24	69	30
23	7	21	100	70	58
15	11	17	40	105	43
5	6	27	81	63	43
8	8	20	94	80	12
14	6	7	99	23	61
15	14	30	76	64	64
14	4	33	38	84	42
12	14	25	32	59	25
27	5	36	77	76	24
4	11	8	78	58	65
10	12	14	101	32	62
19	19	31	16	60	66
23	11	7	47	40	57
18	9	21	96	102	73
2	17	43	32	7	28
6	1	26	18	6	52
17	18	42	16	89	14
8	12	4	45	50	69
4	9	19	6	58	27
22	7	28	70	13	11
17	10	20	73	85	28
2	13	28	47	49	42
9	1	22	5	27	23
9	6	37	6	70	65
13	6	24	57	70	25
21	2	37	79	51	68
4	7	36	38	88	69
19	18	36	80	70	65
21	17	28	79	101	75
4	3	11	88	9	9
19	2	23	86	25	62
26	11	15	74	8	53
5	12	19	23	91	49
9	5	43	10	32	14
18	6	2	30	71	75
1	10	25	69	50	19
28	14	38	95	76	11
6	8	21	17	99	63
10	2	12	79	61	38
27	15	21	29	77	70
2	11	37	63	33	36
7	16	13	81	65	66
23	11	22	81	23	18
17	6	24	45	62	8
9	13	21	38	65	61
16	1	35	50	91	11
22	5	13	11	98	42
25	2	5	55	76	23
20	15	35	82	90	22
26	11	8	19	95	60
13	15	42	11	21	34
11	4	35	37	38	29
12	16	16	37	104	35
15	13	19	44	67	41
20	16	27	9	57	17
26	17	9	48	50	43
16	2	27	35	75	62
19	3	17	74	50	39
24	18	27	70	70	8
2	10	21	85	86	32
15	5	7	10	38	26
12	4	12	7	38	42
11	3	24	77	15	63
2	1	34	50	7	38
13	16	24	55	48	13
2	2	20	90	15	61
19	3	5	49	50	71
3	1	29	48	82	18
4	13	22	36	84	20
22	5	23	105	15	62
25	14	35	97	91	7
26	2	42	104	91	4
24	6	25	77	56	44
13	7	4	31	67	41
22	1	22	90	80	32
25	15	11	43	43	14
4	1	18	111	100	72
4	7	16	62	61	23
1	1	23	92	26	29
15	9	19	70	14	32
16	1	6	21	71	28
8	8	30	54	101	78
27	19	12	46	83	62
16	6	31	62	73	65
11	6	1	57	96	43
13	11	10	5	58	35
21	7	24	104	8	50
28	4	7	33	102	7
15	11	7	5	23	59
21	17	42	68	11	43
9	3	40	20	30	17
26	3	32	2	6	25
4	17	30	38	87	70
1	7	1	53	48	57
27	15	19	101	75	54
27	14	21	70	98	38
8	15	35	52	95	40
3	4	37	94	50	14
6	6	24	91	66	47
2	14	30	35	72	27
25	14	13	57	66	45
20	10	16	7	89	64
9	19	41	31	36	10
23	3	21	25	23	38
12	10	6	1	79	49
16	9	14	23	39	77
5	18	37	53	61	71
10	15	29	103	60	47
15	6	30	55	5	22
20	14	3	50	21	47
23	7	27	111	87	70
8	12	32	25	32	75
10	4	15	57	21	32
15	5	22	86	104	44
16	13	3	98	61	36
24	3	6	95	100	21
16	16	8	50	90	63
7	19	41	86	28	27
14	7	18	11	10	70
5	4	16	57	34	62
18	14	26	48	21	64
4	17	40	39	88	29
17	2	6	93	90	36
2	19	18	91	12	30
13	4	37	42	78	44
22	17	37	91	80	73
12	15	43	24	96	57
1	8	22	15	99	42
4	5	20	102	29	56
19	6	26	67	8	23
4	7	1	47	39	39
27	6	33	65	88	6
15	2	28	54	78	65
10	2	12	12	95	30
18	15	6	102	34	41
16	1	38	30	86	78
10	15	38	3	43	64
11	3	43	95	102	54
28	14	35	6	101	13
21	17	29	37	35	38
20	19	23	40	15	58
14	16	14	30	54	76
15	13	40	109	52	31
12	3	43	75	17	35
5	2	7	21	6	73
17	8	31	102	57	12
6	1	43	80	11	62
9	4	39	36	96	72
27	18	29	86	85	31
16	10	8	93	26	69
4	4	42	40	50	53
26	5	38	85	41	58
12	5	41	102	55	10
5	18	4	85	100	36
7	3	29	79	22	52
11	12	10	26	75	25
16	11	42	29	20	17
26	8	3	89	59	49
6	6	23	104	87	29
3	9	8	37	17	78
11	8	35	15	42	44
26	12	25	45	70	7
26	15	22	65	103	32
11	14	10	81	69	43
16	12	34	74	73	16
7	16	10	97	97	74
1	8	15	85	28	74
10	16	27	20	94	67
3	18	9	98	5	38
14	2	27	83	58	65
26	12	27	37	63	57
1	17	12	2	35	59
14	16	8	59	16	50
1	9	35	52	102	61
23	5	3	68	45	9
26	12	5	34	67	34
4	12	4	54	55	75
22	3	41	72	54	37
2	2	21	70	42	78
23	10	6	103	23	43
17	4	40	2	17	53
18	19	25	74	48	15
23	12	41	102	60	43
19	18	16	98	88	19
15	8	21	66	100	32
27	15	34	21	99	24
6	18	8	69	43	60
12	16	24	13	101	8
20	9	10	87	95	67
13	7	11	113	6	77
4	14	30	34	75	22
24	10	43	108	61	48
23	3	26	20	45	60
8	19	23	35	71	55
2	3	6	95	66	45
19	11	7	2	23	35
25	5	8	67	96	37
4	10	31	33	29	52
12	7	30	94	13	44
24	5	37	110	43	2
2	17	4	113	101	60
3	11	25	12	6	38
22	18	20	54	90	37
20	8	14	90	89	12
22	15	6	20	80	25
15	1	16	70	32	57
28	13	17	31	20	77
8	11	23	58	77	32
23	5	11	34	12	57
25	1	35	62	10	19
27	5	26	66	79	4
18	13	42	11	72	60
3	16	32	87	40	71
3	4	30	66	35	22
20	4	42	4	22	6
22	18	25	86	8	37
16	18	3	83	35	60
10	1	29	44	33	24
25	18	6	7	81	76
13	7	42	42	56	39
13	1	8	92	93	42
15	16	28	103	14	53
20	5	23	104	103	70
25	18	20	6	17	60
19	10	18	30	45	34
26	11	33	90	13	22
28	3	3	80	39	52
24	16	14	21	102	41
14	7	7	102	46	69
8	1	1	31	64	6
4	6	19	65	94	51
8	10	43	8	27	53
9	6	36	57	14	4
13	7	30	13	23	5
21	3	17	45	73	67
6	3	37	6	51	36
20	2	11	21	62	7
10	6	22	7	28	72
11	3	10	65	102	46
6	17	21	86	72	40
21	9	6	106	101	66
22	15	27	50	9	2
24	7	14	98	4	55
24	18	12	30	33	65
3	8	32	76	105	9
26	18	35	102	4	48
2	7	2	94	1	31
9	1	21	52	43	9
24	1	29	59	54	29
28	16	2	84	53	23
9	13	38	49	94	43
9	7	37	9	50	75
26	11	23	41	89	77
22	3	1	73	57	74
23	14	42	49	97	23
6	7	4	72	62	47
20	4	26	3	65	27
16	15	24	62	59	59
8	14	18	85	50	9
26	11	20	111	89	19
14	3	1	3	59	78
27	18	14	29	29	67
11	12	2	12	101	14
22	8	28	60	35	9
25	7	3	60	6	10
1	19	32	61	33	37
28	2	21	30	19	60
12	9	22	106	30	35
25	2	10	113	90	9
23	11	4	19	86	67
25	5	26	44	43	16
24	6	4	47	87	50
21	11	32	90	99	6
17	14	32	81	30	16
19	18	16	60	87	69
8	3	11	33	12	69
22	11	2	48	75	69
1	15	27	103	15	18
23	13	30	47	83	48
5	7	29	19	63	39
17	19	18	60	18	40
6	18	39	44	97	42
8	17	14	105	42	31
15	16	17	32	81	68
5	6	37	8	50	60
7	4	2	26	105	53
24	17	40	105	93	10
21	17	26	51	67	57
7	1	6	93	48	74
11	13	32	27	64	52
5	11	7	85	31	55
19	13	32	84	68	73
23	3	23	68	61	23
24	17	5	68	64	49
22	16	39	89	65	49
22	3	21	56	95	72
11	11	36	18	22	8
21	12	39	95	45	73
4	4	17	4	59	60
14	10	31	51	20	40
7	19	4	53	14	53
10	10	23	56	26	57
12	3	43	86	12	25
11	19	31	43	67	63
12	12	26	42	5	5
8	17	25	8	1	39
17	16	23	49	2	33
2	7	1	30	34	52
19	7	22	42	99	1
13	13	18	42	71	59
18	11	12	64	75	48
14	19	7	73	78	54
22	14	38	87	17	3
3	18	38	86	91	23
10	19	38	53	36	35
26	7	2	110	77	70
1	12	33	60	95	28
22	6	14	89	74	49
21	5	30	89	29	18
9	7	34	12	18	74
5	1	30	5	92	49
16	13	27	10	40	58
9	8	7	72	3	40
4	18	34	56	78	43
4	6	25	7	15	40
2	18	20	12	41	40
6	14	9	89	68	48
2	1	33	58	4	70
4	13	15	36	54	77
19	16	31	28	26	44
9	11	37	54	24	14
11	14	39	35	68	32
21	15	20	55	28	10
2	12	15	30	85	74
22	8	2	36	42	6
26	9	27	22	48	20
17	14	7	66	103	28
19	11	5	94	64	63
10	10	27	34	64	22
11	2	24	90	61	23
24	2	12	51	10	38
16	4	7	68	100	33
19	10	12	78	102	54
6	19	8	98	18	47
14	16	13	88	31	73
14	12	42	94	70	70
7	14	7	45	46	69
27	5	26	43	28	62
5	10	13	74	37	64
20	3	7	104	85	68
11	15	35	40	20	30
3	18	27	58	83	53
19	1	39	25	73	62
3	4	15	61	95	71
17	10	21	39	97	20
16	1	14	54	46	71
5	14	3	95	95	1
25	3	1	75	47	25
1	1	40	106	39	20
23	7	22	21	26	39
28	3	21	98	76	20
1	8	5	69	57	28
3	10	12	89	89	64
22	11	28	45	9	50
24	12	5	88	2	20
6	7	38	3	53	4
4	13	9	67	87	76
3	19	27	62	35	44
24	16	24	28	86	50
27	13	38	105	74	14
8	8	40	30	98	3
13	8	6	33	8	15
25	13	3	14	1	9
2	4	1	84	79	28
26	5	3	28	34	8
11	6	7	29	28	16
19	13	13	68	20	14
17	5	39	23	48	63
21	14	21	51	48	72
5	3	42	55	59	52
12	4	37	15	16	64
13	1	6	43	53	30
24	10	13	63	71	16
27	18	22	42	80	5
14	16	30	109	70	65
1	8	10	54	51	56
7	1	16	112	23	48
7	2	22	95	80	61
1	8	11	104	83	13
7	5	27	90	91	7
19	11	13	102	89	2
23	4	19	43	96	57
26	5	22	66	16	47
28	10	2	26	58	65
4	2	23	23	23	10
4	2	36	83	51	42
22	16	25	30	84	48
22	10	33	71	102	39
26	14	12	88	76	55
15	6	38	30	66	40
5	18	37	50	63	28
21	10	43	71	77	28
28	14	23	68	14	35
26	18	26	29	55	59
12	17	36	17	65	58
20	14	26	14	64	58
25	12	3	76	77	26
11	11	27	36	83	68
27	2	32	44	93	65
14	1	1	92	87	30
15	8	31	64	36	42
23	1	29	70	23	12
13	17	14	100	66	19
8	14	4	56	42	10
17	8	22	12	98	14
24	10	19	24	77	46
14	5	31	85	75	24
16	18	35	68	53	37
11	18	3	38	6	56
13	2	6	63	83	21
27	12	24	79	47	9
1	11	14	61	69	67
9	8	12	109	24	66
2	15	37	24	63	12
17	13	37	48	84	57
15	7	40	60	71	61
12	3	19	105	21	45
6	13	39	47	20	5
8	15	15	105	77	22
12	6	27	69	89	38
7	10	26	80	84	34
15	6	16	68	33	20
13	19	16	110	86	24
3	17	38	63	53	14
14	14	38	71	42	14
12	14	10	12	79	61
13	19	41	59	69	69
5	3	28	113	80	59
3	10	21	93	72	67
24	10	6	86	95	61
1	10	14	26	19	63
8	9	28	77	3	46
17	17	1	55	12	14
2	1	17	6	79	73
15	2	37	27	82	7
21	3	6	29	53	61
25	15	42	18	31	58
7	5	18	11	71	61
13	19	17	92	7	74
17	11	1	31	103	57
10	13	25	43	13	45
1	2	7	2	10	11
23	10	8	45	94	11
19	12	10	21	33	62
7	14	8	47	99	25
20	18	21	112	26	9
9	10	43	72	56	37
11	8	3	93	60	50
15	18	5	25	97	10
14	6	17	59	73	78
6	14	22	25	25	32
8	14	4	68	63	26
14	5	2	16	22	46
12	5	6	66	92	5
9	6	5	33	58	23
10	10	42	40	96	29
16	18	23	8	46	74
1	8	20	5	94	19
20	3	3	97	52	26
23	16	21	110	25	34
2	10	28	81	91	53
21	15	29	100	25	18
11	5	19	68	55	34
5	10	17	96	103	7
25	18	9	86	10	57
20	19	14	26	98	18
8	6	40	71	46	2
28	14	41	3	30	20
6	11	22	74	41	47
22	1	25	30	55	20
12	19	34	13	97	17
18	19	30	3	22	1
2	3	22	43	77	37
16	16	13	38	10	60
9	10	7	87	20	55
18	18	4	19	85	34
18	9	12	110	58	37
10	8	2	14	24	11
12	4	41	56	79	73
3	14	21	20	95	62
11	15	25	85	39	5
8	5	29	66	90	10
6	11	7	32	45	43
8	18	8	13	21	55
21	17	4	19	82	21
6	4	30	11	18	4
7	6	37	89	24	44
6	17	9	65	11	5
20	3	12	95	72	29
16	17	39	53	12	25
9	9	6	32	82	61
2	16	39	97	7	51
20	17	26	3	18	52
20	13	24	100	29	15
20	12	26	49	88	61
19	5	40	16	18	13
19	5	21	25	58	7
28	16	12	27	15	49
3	2	32	45	81	21
5	3	4	55	47	9
22	6	31	100	105	15
4	12	42	15	33	47
15	8	30	102	7	9
19	12	30	74	34	74
1	15	36	92	81	6
10	18	5	99	59	49
23	19	42	36	69	57
21	10	16	68	2	15
18	15	16	105	60	8
14	17	21	103	53	55
12	3	19	104	11	3
11	2	23	8	38	13
15	8	21	107	87	8
19	9	14	84	81	21
24	15	10	26	97	27
22	13	39	76	9	7
7	10	28	22	9	42
24	18	23	39	44	65
17	6	26	63	43	51
11	19	25	86	90	44
12	5	17	89	18	40
24	1	11	45	78	58
11	11	4	74	20	48
19	5	41	32	67	13
13	16	43	48	38	41
17	4	34	68	27	25
11	4	3	77	30	19
23	14	37	61	17	6
4	2	13	7	19	38
24	19	27	72	33	77
27	18	30	45	77	1
2	7	38	91	97	23
8	1	39	92	102	4
20	5	23	92	63	74
17	1	3	33	63	13
16	5	22	105	89	75
19	7	2	75	99	12
1	11	22	80	68	65
23	13	4	67	64	62
14	14	15	93	88	32
16	2	19	16	10	54
26	14	28	28	12	42
23	3	37	102	31	34
21	8	30	27	66	73
26	5	36	82	33	10
28	7	11	49	34	48
9	1	19	101	96	13
27	9	10	75	45	40
2	7	43	46	3	3
26	3	43	74	62	31
14	9	22	26	94	51
10	8	33	95	91	64
24	16	24	21	22	46
21	11	9	43	100	24
12	16	15	103	75	45
14	10	42	97	98	54
10	18	9	99	52	41
28	5	19	85	54	18
26	17	9	93	105	22
2	17	10	12	68	67
27	2	25	108	22	50
27	5	8	98	59	47
22	5	3	108	97	27
26	13	41	31	93	69
16	18	39	108	42	42
13	10	24	25	2	6
2	14	40	69	62	2
22	17	22	68	42	23
1	1	6	82	84	29
14	12	38	70	40	55
25	4	17	15	87	28
14	5	43	1	27	31
27	13	24	81	79	21
27	16	13	69	11	63
1	16	14	92	31	54
14	3	4	68	60	71
10	15	36	18	42	53
8	4	22	23	72	1
2	8	34	25	66	71
16	19	31	40	17	21
22	11	5	44	98	15
17	17	35	60	5	31
5	1	19	25	69	74
27	4	17	112	103	67
15	12	41	107	101	30
4	7	10	88	78	37
21	9	22	7	35	62
22	10	27	65	5	10
3	7	35	31	89	66
12	16	2	83	68	29
20	3	27	73	35	2
15	7	9	21	25	31
12	15	30	48	16	29
22	8	40	69	19	1
24	7	37	56	65	41
15	7	4	46	56	16
7	6	19	1	18	71
19	7	17	58	43	11
15	17	6	25	59	19
7	17	29	85	63	19
20	8	19	38	4	21
8	6	31	39	25	45
24	12	8	99	15	39
7	17	20	44	45	9
19	11	16	21	21	76
10	13	41	39	5	48
8	5	40	111	96	41
15	14	2	67	98	71
20	10	23	31	94	8
3	5	31	59	53	44
3	6	5	59	80	60
10	7	14	45	48	23
22	2	10	57	4	34
1	2	25	24	12	2
12	16	35	98	7	59
21	7	16	83	84	31
24	10	23	58	52	30
20	19	24	80	47	66
14	4	35	77	10	64
20	13	19	35	79	32
26	11	31	55	16	11
11	19	40	72	103	60
23	18	36	106	97	59
17	9	38	55	87	35
13	18	39	18	90	61
23	15	6	47	2	59
3	12	20	88	26	39
7	10	36	93	65	63
20	7	33	84	23	12
20	19	28	40	103	38
5	16	38	101	102	57
21	16	13	82	79	49
22	19	9	27	98	16
21	15	31	77	79	6
16	9	38	15	89	23
27	11	10	6	26	14
1	14	27	95	39	43
23	7	24	19	94	8
12	15	42	89	47	28
6	10	40	69	24	17
27	16	42	77	28	51
14	5	2	94	92	23
20	14	1	61	20	66
24	17	11	49	86	74
15	1	42	97	39	67
20	8	14	14	41	75
22	4	1	27	59	50
12	18	36	72	73	56
19	7	21	63	78	13
19	7	13	55	22	24
4	4	6	65	87	31
24	3	30	95	104	5
28	2	6	4	20	36
14	10	30	86	49	54
11	19	11	82	8	31
3	15	26	11	102	37
18	14	38	31	80	71
16	11	37	104	97	72
3	17	37	63	86	12
17	11	25	27	36	53
19	17	4	27	80	41
4	6	17	17	76	38
21	8	14	11	15	29
25	19	8	84	82	30
21	7	34	1	45	36
25	7	35	9	4	43
14	8	4	68	58	73
27	14	21	53	3	27
22	3	11	15	36	46
24	7	42	10	16	72
23	1	29	28	30	22
19	7	28	91	91	14
3	8	33	31	101	29
8	13	18	84	67	76
5	5	3	3	9	40
26	16	3	35	105	1
17	13	21	19	7	6
13	1	2	61	79	1
6	4	17	77	43	66
24	10	20	3	58	5
4	14	19	77	40	63
26	16	42	60	104	38
11	2	22	91	6	30
14	14	2	98	50	67
26	14	21	32	86	35
14	19	15	9	26	70
5	19	7	67	45	16
26	11	22	54	77	36
1	13	18	17	101	37
28	13	6	104	52	1
18	5	30	46	96	11
25	5	5	104	3	15
1	8	35	89	32	3
20	3	10	99	30	15
26	9	35	28	58	21
5	4	32	67	60	20
2	16	2	44	89	2
24	11	8	38	71	58
10	5	7	72	7	3
9	11	8	67	82	69
20	12	19	32	14	69
3	13	40	24	89	43
18	18	35	91	62	25
28	11	37	113	58	36
27	9	17	64	77	27
13	3	6	1	5	50
2	10	24	55	25	38
16	17	24	43	82	31
3	1	2	107	30	28
24	4	19	16	42	47
22	4	25	89	93	70
3	8	26	92	73	36
1	2	20	27	38	44
1	1	26	46	58	24
11	12	43	107	40	5
7	5	9	29	99	63
6	3	19	87	31	2
8	17	38	57	95	5
14	3	15	62	47	70
15	16	33	47	36	38
4	10	15	99	14	10
6	16	7	1	84	1
7	18	32	97	59	33
6	11	27	67	56	7
1	4	35	113	17	52
10	9	25	100	52	51
26	13	5	108	67	9
9	6	26	22	58	45
25	13	11	11	47	7
5	9	24	111	16	65
24	8	40	112	56	58
15	17	2	46	80	4
7	10	6	10	37	8
21	11	10	106	47	38
28	18	42	78	21	32
10	2	27	17	51	69
6	1	11	52	64	55
2	3	6	109	37	40
6	4	13	94	38	25
10	10	31	10	2	3
1	10	23	19	4	24
21	10	26	74	52	15
13	15	13	28	96	39
20	17	23	4	42	2
25	8	43	2	70	57
15	12	6	80	26	4
18	17	41	104	17	58
1	14	3	16	91	75
3	1	25	9	62	23
26	7	35	19	76	73
8	9	31	3	19	58
2	17	2	87	85	46
17	6	7	91	27	14
6	1	37	70	88	15
8	8	12	9	16	33
19	17	42	68	104	41
26	12	12	90	70	11
3	18	37	96	30	4
14	3	6	108	70	30
21	3	18	13	52	52
16	18	20	32	103	62
22	17	27	19	20	48
17	8	6	92	69	36
20	13	22	86	7	75
9	3	9	82	59	22
9	6	39	104	20	1
5	8	28	73	59	13
3	13	40	57	41	28
12	14	36	80	48	19
5	3	36	106	103	15
24	11	5	109	59	21
4	14	4	45	19	38
6	7	40	63	54	27
20	19	23	15	93	61
18	5	39	113	61	6
14	2	39	113	81	6
22	7	37	51	37	3
11	3	43	83	67	6
24	12	7	73	67	20
2	10	5	7	69	64
1	13	3	86	3	46
7	15	24	57	10	41
9	10	28	99	8	16
27	4	41	87	33	54
6	18	42	81	99	22
18	18	40	49	21	30
6	2	10	13	11	9
15	12	15	89	7	44
4	8	35	5	67	3
19	13	30	94	3	77
3	10	41	97	29	65
1	17	3	10	81	71
6	7	29	21	40	11
16	10	6	93	3	75
15	4	36	101	48	12
20	16	29	9	11	38
24	8	27	23	94	3
20	9	32	99	44	78
8	14	19	40	52	8
27	1	23	111	12	29
17	2	22	74	94	43
7	5	22	64	69	43
19	3	8	33	65	50
7	2	33	92	20	58
28	7	40	79	97	12
15	11	28	8	70	44
10	7	34	82	32	10
19	10	8	68	62	75
11	15	41	66	85	12
28	5	32	64	3	25
11	9	39	109	54	23
15	12	28	48	32	37
9	17	9	53	71	45
19	2	29	9	75	13
10	11	6	108	87	7
6	17	40	11	29	12
11	10	27	37	89	54
13	6	22	86	14	22
21	3	7	44	104	57
6	16	36	105	69	35
14	11	33	25	9	73
23	5	38	42	15	78
28	9	24	28	22	18
2	10	9	71	8	52
14	17	27	102	33	34
17	18	27	61	55	30
3	13	18	94	10	60
28	15	40	111	37	78
22	14	14	100	74	30
25	8	6	90	86	41
2	10	34	78	82	34
27	19	20	28	6	61
21	6	28	33	103	75
6	8	7	10	43	40
27	15	2	100	12	9
16	16	10	63	93	67
24	1	23	89	16	29
18	3	19	15	47	77
25	13	43	101	53	40
2	13	40	25	65	45
24	12	5	8	53	28
1	18	19	68	94	43
24	3	2	22	84	32
3	8	23	9	55	53
14	7	30	19	56	2
9	1	20	33	48	23
20	16	7	88	88	51
3	13	23	67	19	53
1	8	14	33	38	69
9	2	29	28	93	57
3	1	27	109	69	11
8	12	37	110	59	43
8	7	26	90	103	19
15	8	18	36	19	78
25	2	38	88	105	43
7	8	8	20	78	35
16	5	18	87	105	44
25	9	23	9	37	19
25	19	20	25	3	46
10	15	5	62	96	74
6	11	37	72	61	10
20	3	27	45	66	5
14	2	32	38	68	72
1	18	12	1	49	36
3	7	11	90	20	71
17	19	16	97	11	23
22	19	6	16	37	72
12	11	24	85	42	4
9	7	14	18	47	60
22	11	13	87	61	49
8	12	28	103	36	15
20	14	1	21	95	26
6	8	27	23	13	23
23	17	41	26	96	75
27	12	41	112	105	35
27	5	3	39	37	57
16	12	2	113	22	1
5	10	24	78	14	49
3	17	11	94	104	46
1	10	36	8	84	20
7	12	22	87	14	56
3	15	18	12	33	52
3	3	6	86	102	23
23	7	28	61	66	52
11	12	2	71	2	60
19	7	32	29	60	70
22	7	42	28	33	30
22	15	21	64	104	2
21	14	39	97	43	8
17	8	24	95	88	65
15	19	12	12	1	48
21	10	17	32	17	59
13	14	27	30	40	66
2	13	40	70	87	47
26	14	4	107	32	27
10	16	40	64	43	12
26	6	22	65	13	34
13	8	18	48	19	11
4	1	11	36	95	43
22	2	18	100	97	37
15	17	30	24	13	63
11	19	19	101	72	21
17	18	12	30	65	45
12	14	22	8	52	68
13	17	41	83	18	22
16	3	25	62	14	71
26	8	36	34	44	24
14	1	12	74	80	72
23	11	20	18	8	52
21	8	12	22	82	19
20	7	7	10	94	16
18	12	36	100	92	54
25	9	12	44	64	46
18	19	6	79	85	38
26	14	24	69	37	61
23	8	11	55	35	41
16	2	39	49	103	49
12	5	16	56	103	34
7	1	1	45	41	41
13	15	25	70	72	38
20	12	27	66	94	34
6	3	11	37	97	69
27	18	35	22	35	17
24	9	16	51	40	69
9	18	3	64	41	32
8	12	35	70	56	25
20	8	30	2	98	17
24	16	13	91	59	5
24	15	22	74	88	10
2	11	28	43	64	37
10	14	13	36	21	11
7	16	26	36	58	76
4	19	41	99	102	26
24	5	43	11	14	69
4	13	6	76	35	59
9	11	2	2	102	28
11	19	32	35	88	32
9	19	16	26	79	11
22	14	8	29	14	44
28	2	6	83	102	15
26	13	7	14	65	45
7	18	4	88	102	42
23	4	13	87	19	17
15	11	40	11	64	15
27	11	7	25	19	20
1	9	18	37	23	45
26	18	38	65	96	2
11	5	19	98	93	24
22	16	17	19	34	18
6	11	13	84	94	53
4	12	19	24	87	13
4	18	25	8	71	2
19	3	31	54	49	74
15	10	36	56	68	3
13	12	31	57	6	4
1	3	13	51	100	76
18	6	9	34	103	71
20	15	7	46	34	52
20	10	9	69	63	37
26	2	20	75	4	42
25	15	32	106	102	28
4	4	7	111	22	67
13	17	13	59	55	37
17	4	25	28	78	66
18	16	25	2	52	46
18	7	36	71	19	65
10	10	34	5	90	43
12	10	10	57	9	67
6	19	25	78	67	33
10	5	43	109	31	32
13	11	23	2	25	13
21	12	34	25	40	26
7	13	14	82	100	14
12	9	20	89	15	77
26	7	38	49	49	77
20	4	6	3	38	58
14	9	16	8	58	65
26	9	18	83	12	51
7	5	38	77	27	34
24	15	21	52	25	40
5	18	24	7	5	49
14	12	22	41	10	32
8	14	28	44	70	65
21	16	15	23	31	29
1	4	39	52	53	78
17	15	10	54	105	31
12	15	7	19	54	1
15	18	27	24	66	32
28	10	13	24	34	1
19	17	20	28	104	68
4	9	19	110	62	65
5	3	14	2	65	58
11	9	10	109	32	9
11	8	14	22	90	8
28	4	29	85	91	53
1	12	33	24	35	41
2	7	14	25	103	18
14	13	19	94	81	72
5	4	41	57	63	59
19	6	40	89	39	72
15	11	40	39	92	7
9	7	2	110	76	18
5	1	38	74	46	37
9	15	31	97	21	36
21	4	17	32	35	50
18	11	41	44	20	27
14	4	39	98	16	28
18	5	18	54	27	75
5	6	34	96	84	50
22	7	29	15	63	16
6	16	18	85	74	41
16	17	15	66	22	50
1	8	33	110	90	53
5	5	10	71	91	24
26	8	37	3	21	17
17	11	40	96	40	51
23	1	10	4	94	21
8	11	31	79	6	40
8	9	38	16	77	6
8	9	17	69	33	12
20	1	24	54	75	74
23	9	4	41	61	63
22	15	33	32	33	8
26	13	24	113	87	62
21	13	17	41	56	15
13	6	2	18	16	48
13	8	31	63	52	18
6	9	19	29	89	24
18	13	3	63	91	8
9	4	6	82	28	41
20	15	23	18	38	20
9	7	37	2	26	55
21	5	21	50	103	22
12	18	40	58	65	17
5	11	6	46	38	43
6	7	22	90	59	57
15	1	7	3	82	26
16	10	14	99	17	2
14	5	16	99	70	37
11	14	39	93	81	5
23	19	3	37	76	34
26	14	32	21	49	75
28	19	33	50	18	22
11	18	7	75	103	37
15	6	4	29	76	36
11	5	4	55	55	63
1	10	39	89	30	20
23	6	39	87	73	50
21	13	34	21	46	55
23	19	25	69	99	8
16	1	32	6	44	36
8	17	13	51	13	19
15	14	25	70	103	42
2	2	22	10	26	38
27	10	20	11	89	72
13	4	33	50	99	23
3	17	30	6	30	70
9	8	43	111	29	28
2	10	31	51	78	63
18	13	41	109	56	72
19	9	6	27	4	48
4	4	12	51	36	65
2	12	3	90	58	15
18	15	27	70	2	6
28	2	16	37	28	11
2	4	1	34	30	73
23	9	5	11	19	18
27	10	26	99	68	74
1	12	40	89	49	38
14	15	1	62	93	47
22	10	20	105	38	73
19	2	30	91	44	72
5	5	12	57	94	15
27	5	1	12	14	29
24	19	36	112	28	39
2	8	17	22	66	67
27	3	18	95	19	31
26	1	31	11	78	54
19	3	25	9	91	31
24	10	43	102	23	23
19	12	20	69	35	46
14	9	11	5	26	57
17	17	33	19	99	64
25	4	3	32	50	46
14	2	2	42	55	36
19	13	31	88	103	10
21	12	1	93	43	8
2	12	36	40	61	37
27	1	35	74	13	42
8	19	13	81	52	69
28	4	25	79	90	58
24	12	19	66	29	41
27	15	15	111	20	44
18	9	40	77	62	55
1	1	20	30	10	31
2	17	1	53	34	31
21	6	22	47	62	59
20	10	25	47	81	71
24	19	26	30	87	14
1	19	31	86	101	78
14	5	22	106	40	16
20	13	1	15	9	32
22	9	41	75	52	39
11	16	27	69	7	13
5	3	15	96	101	53
5	1	16	40	59	70
12	15	7	6	39	73
17	4	6	108	37	46
17	18	28	47	69	47
25	12	32	82	24	75
12	17	32	16	92	64
15	18	34	70	8	33
21	18	28	55	77	77
28	12	16	68	19	26
9	18	20	91	47	66
2	5	15	90	38	63
23	10	22	54	54	26
3	4	40	55	18	47
26	12	19	17	55	77
27	4	7	76	51	8
27	19	43	6	81	11
22	8	24	99	100	12
19	8	22	104	50	20
2	7	27	62	67	1
7	2	11	18	102	4
25	12	36	40	41	44
12	10	9	38	9	42
12	5	38	15	40	65
14	15	16	96	51	20
11	14	5	33	95	57
20	8	38	21	103	52
14	12	5	30	97	41
14	11	32	19	17	2
12	4	16	19	75	56
20	4	30	73	105	25
