width	height	diameter	season	manufacturer
42	38	14	1	200
15	38	23	1	75
36	9	29	2	170
136	23	37	4	100
54	27	29	1	21
55	18	8	1	100
118	18	32	4	130
118	25	2	1	37
21	36	21	2	188
44	1	23	2	142
23	22	12	1	162
102	38	1	2	199
116	9	12	4	168
53	11	10	1	186
117	11	6	2	91
100	9	36	2	87
39	4	39	1	160
91	13	32	3	49
81	18	31	1	93
32	10	16	2	84
138	9	7	3	206
118	10	8	4	171
107	36	20	1	133
117	37	24	4	34
50	4	26	3	12
95	41	6	4	68
72	23	41	3	158
27	20	13	2	34
1	11	34	3	168
6	10	4	2	188
92	18	32	1	86
30	30	1	2	173
134	12	23	4	94
91	15	21	2	93
28	16	15	2	55
21	39	11	2	20
101	35	15	2	78
46	28	8	3	175
55	33	24	4	156
9	35	37	1	138
45	19	14	1	187
128	14	15	2	18
91	41	4	3	127
130	2	35	1	187
60	12	21	4	105
39	21	20	3	176
111	35	37	3	91
12	21	17	3	91
112	5	27	1	175
35	9	15	4	135
20	11	40	2	136
88	25	15	4	37
13	19	3	4	106
123	4	35	3	153
12	9	14	3	190
72	18	38	1	75
79	34	16	2	189
83	36	30	2	86
144	7	38	4	193
117	10	30	1	140
120	11	25	4	64
103	20	2	2	126
134	41	22	4	8
142	38	1	1	174
133	9	3	3	71
109	37	27	4	143
119	9	37	2	119
108	2	19	2	181
40	28	40	4	133
69	38	16	3	156
30	20	23	1	179
147	28	8	1	4
39	41	32	3	53
93	17	23	3	90
44	41	7	2	106
112	6	22	3	32
23	20	11	4	186
115	10	15	2	183
73	24	21	3	12
121	32	28	2	203
108	25	39	4	66
39	29	40	1	97
103	32	13	4	29
66	16	32	1	196
31	15	17	1	89
124	36	24	3	171
49	41	8	3	21
122	30	26	4	61
58	11	20	1	83
46	1	19	4	123
57	40	6	2	56
76	30	16	1	63
128	39	21	2	185
28	2	40	4	16
144	16	24	3	173
122	39	16	2	75
92	11	38	3	111
49	41	25	2	141
46	11	22	4	8
105	9	41	1	95
136	17	11	1	27
68	24	16	2	148
130	3	25	2	55
131	28	23	4	42
25	27	1	3	71
117	40	20	2	155
125	17	28	3	59
33	16	39	2	84
39	22	14	2	92
150	11	11	1	56
82	18	34	3	149
117	36	7	1	127
71	26	38	3	167
45	27	15	3	160
110	4	18	2	164
62	20	36	1	92
40	33	41	2	60
112	4	10	4	99
5	27	11	4	99
46	25	39	3	141
63	36	2	3	188
105	16	40	1	13
40	18	2	4	130
75	28	5	4	65
130	39	4	4	174
26	4	34	2	176
132	34	32	2	118
84	11	19	1	177
93	26	34	1	76
47	16	35	3	144
4	28	32	1	92
32	11	19	1	115
52	22	2	1	74
72	2	40	4	122
12	28	21	3	35
77	5	36	4	30
77	8	21	2	206
117	14	40	2	87
96	4	37	1	89
26	14	20	2	14
133	29	17	3	97
148	34	19	2	92
97	36	26	4	151
57	38	11	2	125
116	32	1	2	6
9	21	17	3	96
16	16	30	1	80
127	3	40	4	171
35	5	37	4	165
134	4	16	2	117
148	31	5	1	176
113	7	14	3	174
29	15	15	3	174
45	35	10	4	196
146	30	7	3	195
36	15	9	3	47
21	19	21	1	126
95	1	34	1	136
87	38	13	4	43
3	23	24	2	183
99	11	29	4	162
48	5	23	1	138
45	3	4	1	148
89	38	28	4	27
113	23	19	2	201
99	32	24	4	42
35	12	22	3	127
22	16	8	4	108
111	16	36	1	128
132	32	4	1	31
101	33	28	2	191
84	31	9	3	171
142	22	14	1	87
34	10	2	3	141
102	27	23	4	116
133	30	23	4	118
124	8	36	2	155
106	13	37	4	31
45	34	19	3	198
15	12	38	1	36
19	26	7	3	35
5	29	29	2	101
80	12	22	1	168
29	31	37	1	161
67	6	41	4	144
39	41	23	1	133
86	41	19	4	108
148	26	36	4	126
35	29	8	1	99
80	32	31	1	26
101	39	30	2	190
102	14	18	3	60
122	37	3	1	21
101	24	28	4	186
106	5	20	2	119
66	41	22	3	174
19	2	38	1	150
67	10	17	1	6
121	23	25	3	173
103	28	14	1	140
42	15	18	3	97
140	8	26	1	26
110	7	9	3	177
61	3	34	1	83
61	13	12	3	198
14	10	34	4	192
130	6	30	3	177
142	16	9	3	195
58	21	4	3	78
106	22	36	2	154
112	37	2	4	135
113	9	41	1	193
107	16	5	1	180
50	27	1	4	198
26	10	35	2	199
100	35	41	3	186
59	29	23	3	43
151	25	12	1	137
46	8	29	3	98
55	31	23	3	197
54	33	15	3	83
6	13	39	3	184
95	23	18	2	132
106	40	17	2	115
124	40	10	1	150
10	22	8	1	87
51	20	40	4	130
13	35	10	1	82
64	27	9	4	202
3	12	36	3	194
100	17	22	1	153
14	1	35	1	96
35	37	17	1	65
108	10	17	1	175
75	26	37	3	140
7	20	1	2	69
19	36	40	2	172
69	6	21	4	170
61	1	40	1	103
8	34	31	1	148
59	39	20	4	128
51	28	31	1	129
32	2	34	2	144
75	33	26	2	159
47	16	14	4	93
16	16	38	1	169
139	41	21	1	21
142	20	41	4	2
108	17	39	4	194
105	5	33	3	153
145	29	12	4	149
75	6	22	4	17
81	4	40	3	176
65	30	4	4	120
19	17	28	3	182
109	7	8	3	79
147	1	11	4	36
86	3	16	2	110
140	39	39	3	97
78	11	24	3	29
84	31	17	4	147
25	6	2	1	84
145	24	8	4	128
102	5	19	1	119
102	12	18	4	152
118	21	38	3	167
137	8	38	2	197
98	7	15	2	59
11	5	5	3	152
144	35	8	3	175
126	13	38	1	182
46	34	19	2	74
2	22	31	2	51
77	38	14	2	125
24	39	37	3	184
67	9	24	3	34
30	3	26	1	137
103	38	17	3	98
143	17	12	4	165
51	41	1	1	122
57	34	17	3	153
24	30	28	2	106
68	22	27	3	154
109	11	3	3	131
32	5	24	4	118
94	31	8	1	134
12	9	4	1	20
45	29	35	2	100
129	19	36	2	82
93	31	11	4	170
77	29	13	1	175
130	10	10	3	184
139	8	23	2	51
140	11	34	2	172
91	16	16	4	89
131	14	29	3	49
133	15	13	4	109
64	5	27	3	191
35	33	29	2	71
12	14	27	1	183
78	39	23	2	26
78	13	24	1	132
63	9	27	1	162
105	15	29	3	16
8	11	28	3	53
56	22	8	3	27
69	25	3	1	10
92	9	30	1	65
18	35	19	1	198
24	41	11	3	89
143	7	17	1	13
70	7	8	4	206
5	6	6	4	33
11	30	22	2	90
128	7	38	4	177
32	35	15	3	202
108	1	35	1	85
3	13	36	2	139
120	38	36	4	90
18	31	32	3	187
116	37	15	2	106
117	27	11	1	89
141	21	8	1	2
39	16	10	4	45
103	30	41	3	48
119	4	34	2	179
45	38	31	4	123
15	6	19	1	57
105	5	15	4	165
90	11	41	2	140
124	33	1	1	96
76	20	27	1	164
149	10	23	1	145
10	18	25	3	206
39	18	4	1	130
14	41	35	4	79
122	38	22	2	35
149	33	4	4	171
44	27	41	4	78
133	31	35	1	184
76	27	4	4	137
24	22	28	3	152
135	25	36	2	180
66	35	24	1	157
48	2	32	3	96
104	16	13	2	120
83	13	17	1	135
16	9	3	1	196
130	20	2	4	143
61	1	4	1	143
136	23	40	3	191
107	36	15	3	34
125	32	10	2	199
3	10	28	3	88
87	23	8	4	133
111	13	17	3	47
134	2	22	1	13
132	40	24	4	127
9	22	28	3	27
147	22	26	1	161
55	19	39	4	122
39	36	17	3	64
144	33	5	2	194
142	26	5	2	98
63	17	39	3	154
68	17	32	1	86
128	10	35	4	97
65	3	26	4	49
22	14	18	2	84
92	7	9	3	150
26	7	16	1	60
77	24	21	4	176
69	22	19	2	180
12	25	35	4	109
149	26	39	4	47
142	40	15	2	160
87	24	32	1	94
1	11	25	3	193
27	30	9	4	110
93	2	12	3	189
5	7	11	2	166
134	34	22	3	105
37	3	30	1	43
101	35	10	1	71
98	19	15	2	110
149	32	15	3	33
126	16	5	4	183
13	22	6	1	204
22	9	41	2	201
4	35	6	4	143
11	7	5	3	41
99	1	21	1	173
52	10	16	4	13
31	14	23	3	203
14	36	11	2	121
59	21	21	4	12
3	34	8	3	106
37	38	25	1	183
120	23	40	4	62
141	30	38	2	45
113	25	27	4	86
11	32	21	1	143
22	7	7	2	37
42	1	18	3	88
86	20	33	3	98
84	18	12	3	178
88	3	27	3	134
91	31	21	2	124
70	23	37	3	149
148	35	21	3	174
125	17	28	3	83
1	31	14	2	34
1	41	9	2	19
1	3	36	4	182
44	38	9	4	83
27	27	15	3	139
40	34	17	2	183
124	10	8	4	175
38	31	10	2	185
22	16	40	3	3
82	11	8	4	152
86	17	38	3	186
19	14	19	2	200
126	7	28	1	177
126	22	9	2	120
99	32	3	2	130
50	41	40	3	139
30	3	11	4	139
115	25	25	4	136
133	2	2	2	165
8	26	12	2	86
7	27	2	1	139
31	6	17	2	158
13	5	18	3	181
30	7	8	4	14
80	14	40	1	56
84	38	31	1	190
149	9	4	2	128
84	26	4	4	29
2	35	8	3	105
61	10	12	1	154
21	13	5	1	175
35	11	36	1	23
12	30	6	2	99
52	37	13	1	185
51	34	33	3	37
117	25	13	1	10
50	2	5	1	173
80	26	5	3	154
35	29	39	3	86
28	22	6	1	95
38	10	10	1	139
1	8	22	4	163
94	16	33	3	142
106	14	2	1	180
41	2	2	1	46
109	21	37	3	199
113	20	2	1	108
4	31	16	3	147
130	39	13	4	75
73	6	35	4	155
58	16	39	1	185
11	40	16	2	81
83	28	30	2	6
32	25	15	3	147
108	38	37	4	19
81	11	12	3	142
114	4	10	4	7
29	6	24	3	206
54	22	26	4	198
114	33	38	1	1
133	15	21	4	201
58	39	26	2	40
115	8	31	1	95
46	15	28	3	42
36	4	11	4	25
150	31	27	1	182
33	2	13	2	167
29	34	1	3	173
124	15	22	2	47
6	34	15	4	114
116	17	3	3	196
81	7	38	1	156
33	30	10	4	78
132	8	2	3	130
76	24	25	1	90
148	19	27	2	91
51	33	16	4	126
95	27	23	3	16
51	30	15	1	62
96	33	8	2	61
29	37	20	4	143
1	12	15	4	38
54	24	32	4	136
148	23	6	3	125
45	41	2	3	202
21	12	1	1	192
1	6	30	1	164
106	21	4	1	113
1	25	10	2	3
128	20	37	3	72
88	31	12	3	130
3	41	17	2	201
146	11	8	2	159
120	36	15	1	103
150	37	10	1	187
123	2	19	2	181
143	16	30	3	185
74	6	35	4	111
136	14	31	2	8
27	40	27	4	75
137	2	37	2	128
37	5	33	3	146
65	40	4	2	70
136	27	25	4	136
34	14	20	2	130
147	19	6	2	143
88	18	1	2	143
111	13	36	3	96
118	35	19	4	24
125	23	14	3	21
59	30	5	1	36
74	9	31	3	162
74	30	40	4	37
114	11	16	1	176
50	18	39	4	82
92	22	38	2	168
95	25	13	4	1
83	23	18	4	183
86	30	14	2	84
41	8	41	1	134
37	21	22	2	29
51	41	20	1	168
54	4	13	1	31
76	37	29	4	11
19	28	39	3	164
98	15	41	4	38
128	7	31	2	170
76	2	41	3	183
66	24	30	4	178
50	27	34	2	133
52	13	14	1	189
50	7	13	3	120
138	15	11	3	191
105	5	37	3	189
139	29	17	4	159
94	25	34	2	55
142	33	9	2	186
114	19	22	1	99
54	10	23	2	174
16	9	28	3	175
80	21	34	4	121
125	19	41	2	165
65	16	41	1	35
22	33	30	2	184
89	14	13	2	99
105	34	8	2	130
28	11	29	3	9
47	18	6	1	187
71	35	9	4	148
79	6	10	4	57
102	23	23	3	61
29	37	12	4	81
56	24	7	1	37
112	33	35	3	138
14	8	27	4	100
138	39	22	2	89
150	8	25	3	65
68	15	31	1	98
63	36	31	2	3
71	31	27	3	174
77	40	37	2	49
130	22	8	2	176
89	30	21	4	125
136	25	6	2	139
88	40	34	2	198
26	3	6	4	185
98	1	1	3	74
47	10	14	2	167
77	17	34	1	171
12	36	10	2	191
135	19	33	4	72
10	25	19	4	55
59	20	6	3	178
124	14	24	1	149
113	15	6	1	89
67	34	25	2	58
67	6	29	1	120
125	37	1	2	136
61	31	7	2	44
100	21	1	4	30
141	41	17	1	77
47	29	18	3	182
98	3	8	4	116
125	37	31	2	85
32	10	14	4	120
36	30	5	3	171
150	36	33	3	151
126	28	39	2	193
125	10	11	2	94
136	19	2	4	160
105	30	11	2	144
76	14	15	2	119
50	25	41	4	79
53	10	30	1	144
24	27	35	1	198
82	14	16	3	137
90	35	39	1	179
110	7	15	2	80
38	40	39	2	34
6	2	30	3	185
32	3	24	4	150
109	33	7	4	78
78	33	21	4	20
144	17	24	4	153
148	36	26	1	78
77	20	16	3	78
114	36	32	2	5
125	8	29	3	118
65	5	14	1	142
82	14	20	1	176
94	23	32	2	38
7	9	8	4	58
104	33	8	2	84
129	30	13	1	152
90	29	40	3	189
86	26	2	2	122
146	30	21	2	28
45	37	40	1	149
9	19	24	2	142
101	29	31	1	192
88	30	33	4	113
57	19	2	2	78
28	9	14	3	155
148	40	38	1	162
97	39	34	3	183
41	12	25	1	163
74	11	33	1	200
110	35	36	2	142
141	3	39	4	101
132	2	15	1	37
144	40	29	1	176
57	39	15	4	123
126	7	30	4	167
132	8	1	1	52
91	25	27	1	194
20	39	37	2	194
26	34	39	3	155
89	1	22	2	38
2	23	7	3	88
133	41	41	2	140
101	33	27	2	128
51	34	41	1	114
150	14	30	1	142
50	26	23	3	178
3	38	29	3	206
18	18	19	1	24
25	5	36	1	148
58	33	41	3	67
104	21	14	3	71
36	4	33	3	92
3	12	19	3	173
139	4	18	2	193
71	3	17	3	175
65	11	16	4	24
57	25	9	1	166
96	11	35	3	71
2	16	35	1	138
127	26	21	4	100
8	19	29	4	155
109	21	19	4	59
51	35	29	1	190
87	24	30	1	181
110	29	36	4	21
70	39	11	1	197
63	28	19	2	115
119	32	32	1	86
15	2	30	1	3
121	37	41	1	54
85	8	2	3	128
30	24	10	1	100
75	28	14	3	180
89	2	1	2	22
71	22	10	3	146
34	38	6	1	170
18	30	23	2	33
124	32	3	1	21
54	21	18	2	160
27	22	2	4	140
54	14	8	3	43
104	20	14	4	191
9	29	9	4	37
47	37	33	2	123
38	21	9	1	123
74	10	12	4	65
69	15	10	4	185
83	12	10	2	109
78	8	11	4	30
108	18	22	2	101
143	6	10	3	145
44	13	20	3	194
20	14	38	3	145
138	2	7	3	164
23	5	27	2	113
14	39	31	3	155
72	16	25	3	78
99	41	37	1	132
27	39	30	1	100
13	1	38	2	30
80	32	13	1	187
107	20	33	3	15
9	40	22	1	74
114	19	37	2	115
70	25	4	3	160
61	10	12	4	98
54	26	40	1	126
101	8	11	2	77
87	4	15	1	180
137	41	38	1	82
33	26	24	4	13
86	20	21	4	146
18	2	9	4	159
44	11	39	3	22
141	39	6	2	134
131	41	15	1	139
4	17	7	1	53
123	40	30	3	201
104	12	23	2	159
96	10	32	3	198
42	34	39	3	59
13	1	7	3	113
79	12	30	2	177
75	38	10	4	30
123	24	12	4	188
133	31	15	1	53
73	4	31	4	2
28	11	11	1	62
103	4	5	3	195
137	3	20	2	135
101	4	26	3	149
132	24	37	1	138
93	27	14	2	193
88	21	16	1	114
151	12	5	1	116
145	33	6	1	12
71	17	33	3	91
86	33	9	4	155
72	25	1	1	58
3	38	23	2	108
83	18	32	1	42
91	11	16	3	198
24	10	20	4	3
66	23	1	1	91
4	3	10	4	157
114	26	10	1	195
95	35	33	2	114
5	34	2	1	115
98	35	19	3	156
66	20	29	1	42
50	33	19	3	117
84	22	4	2	163
116	25	28	4	108
17	5	5	2	135
6	10	18	3	202
92	33	20	1	157
62	36	2	2	194
24	7	33	4	157
82	10	2	2	91
68	35	38	3	39
44	40	18	4	159
48	25	10	4	166
151	14	23	4	42
90	7	27	1	186
77	22	16	2	177
19	21	33	3	135
28	40	33	1	193
109	38	33	2	30
45	9	10	1	167
22	5	37	4	166
127	10	41	2	89
132	37	2	3	131
43	7	25	4	98
93	14	19	3	89
50	32	7	1	64
70	37	38	1	134
8	15	14	3	105
80	8	33	2	122
148	14	30	3	164
83	28	40	2	152
101	24	19	3	60
122	26	20	1	33
131	4	22	2	140
113	9	25	1	138
80	31	11	1	8
53	35	3	3	130
120	28	34	1	167
4	14	16	1	57
107	28	2	1	203
77	36	8	1	68
54	20	39	3	35
80	16	36	4	48
36	20	24	1	202
2	37	15	2	181
142	41	26	4	109
81	25	21	4	40
90	16	7	2	200
49	2	23	3	120
146	13	6	1	77
30	36	15	1	151
129	3	14	1	201
130	22	14	4	69
41	18	20	2	71
90	25	37	1	1
94	32	2	4	148
13	29	30	2	147
138	13	18	2	14
60	29	33	2	184
138	9	31	1	23
15	34	13	4	156
82	35	35	1	8
52	16	14	3	91
10	16	29	4	145
17	8	35	3	114
24	14	31	2	174
25	1	18	2	11
49	39	40	4	62
146	32	6	3	187
75	24	6	4	118
4	4	17	3	184
73	33	11	4	68
9	34	38	3	28
12	16	28	4	152
126	24	1	1	71
108	35	18	2	113
43	37	3	3	169
127	32	16	1	83
26	18	3	2	24
38	30	12	4	19
16	7	37	1	198
14	3	21	2	189
99	37	27	2	152
27	25	13	1	159
9	12	34	4	45
24	41	8	1	68
112	27	3	4	153
113	13	34	4	128
61	33	35	4	96
43	37	16	3	166
95	14	32	4	62
47	19	33	2	196
145	24	4	2	191
151	29	1	2	11
125	6	21	4	31
38	14	7	2	27
106	26	29	4	160
77	32	28	4	86
83	20	29	1	75
85	19	6	2	66
137	13	19	1	204
51	2	12	3	95
24	13	11	2	41
130	2	26	3	48
54	23	15	4	90
66	16	7	1	40
10	12	14	3	142
58	13	40	1	104
125	26	5	3	193
38	27	22	3	205
36	8	3	3	40
139	16	3	1	82
60	11	4	4	94
51	19	1	2	33
1	32	28	3	141
138	21	12	3	80
137	17	13	4	177
93	38	32	1	165
121	2	28	4	192
129	36	7	3	20
142	29	18	3	145
83	6	13	3	117
38	25	14	4	206
87	33	15	4	65
20	6	8	1	124
7	29	24	2	196
5	29	39	3	206
33	10	10	3	145
95	15	12	2	195
110	6	14	2	151
135	17	22	4	119
108	36	22	4	81
32	24	3	2	184
105	18	38	4	193
120	20	4	4	27
104	20	26	1	33
55	38	1	2	204
91	5	26	2	161
41	19	19	4	155
140	22	21	4	203
40	26	19	4	138
20	39	20	2	141
10	37	1	2	162
50	12	31	3	191
102	20	31	4	41
30	8	31	4	176
35	4	29	2	139
49	24	38	2	43
125	20	23	4	121
81	22	38	3	120
13	1	41	4	16
119	38	38	1	159
10	22	18	2	110
113	11	7	4	171
50	11	28	2	110
116	17	39	3	105
90	33	11	4	162
123	28	14	4	69
73	12	26	3	117
136	33	37	4	9
150	11	34	1	136
134	22	38	4	187
28	15	19	3	182
53	35	7	2	81
135	4	36	3	147
104	4	39	1	145
107	27	40	1	58
145	34	32	2	202
148	24	29	2	33
72	2	39	4	201
84	39	36	1	26
136	35	1	2	16
60	35	3	4	197
103	20	16	4	161
29	38	34	2	157
122	38	31	3	76
100	31	33	3	42
81	33	28	4	71
81	14	20	4	174
21	1	29	4	159
151	20	1	4	93
31	25	21	2	54
126	22	8	1	138
99	35	6	2	39
38	19	41	2	93
11	31	24	2	136
44	18	25	2	98
102	9	10	2	188
87	41	36	1	160
102	22	24	1	36
91	17	37	4	199
16	17	19	1	194
26	24	35	4	18
115	16	26	2	196
122	24	26	4	119
73	17	12	4	130
41	4	15	1	57
1	18	29	4	30
18	36	8	4	27
9	6	40	2	83
70	22	25	3	48
90	22	5	2	147
123	20	2	1	200
3	15	41	1	205
34	10	3	2	29
1	34	27	1	14
100	33	31	1	152
84	17	23	2	176
45	36	29	1	203
109	13	9	4	7
92	30	34	4	48
100	15	1	4	106
101	15	35	4	93
70	41	7	2	93
18	20	28	1	197
130	7	21	2	186
89	7	7	3	165
140	38	13	1	151
97	10	23	2	154
130	8	6	3	7
120	30	22	2	122
79	39	26	2	139
63	38	18	1	187
104	33	32	3	184
141	16	19	2	175
91	10	36	2	144
71	11	37	2	98
73	15	41	1	198
68	6	36	4	64
75	11	38	3	119
73	40	25	2	114
150	20	19	4	95
71	4	2	3	177
90	3	7	1	124
61	39	26	1	186
135	9	18	2	146
151	19	3	2	12
35	11	23	2	108
128	5	34	4	184
17	20	30	2	154
72	39	30	1	196
35	16	18	2	117
96	33	13	4	63
65	27	4	4	19
3	7	28	4	189
108	20	24	1	69
119	18	36	1	204
23	2	16	1	133
145	39	22	3	182
113	12	27	2	14
118	11	11	4	186
96	24	10	4	137
111	20	33	2	45
111	19	20	4	79
137	40	34	2	201
3	21	41	4	20
43	27	14	4	164
4	38	29	3	71
16	21	14	1	190
142	36	29	4	79
145	1	31	1	176
1	20	1	1	107
25	18	28	2	158
117	10	31	3	35
25	27	9	3	21
141	9	21	4	194
13	17	11	4	197
140	37	40	4	160
121	40	21	1	190
80	26	33	2	44
129	39	28	2	99
129	40	4	2	194
140	39	35	2	51
138	10	23	2	196
109	17	30	4	175
22	15	14	4	179
120	41	28	4	24
91	22	41	3	180
49	37	28	3	190
65	33	3	2	198
124	36	24	3	181
100	28	6	3	203
113	20	25	4	26
127	14	40	2	201
64	23	27	4	172
3	24	34	3	71
82	18	26	4	99
116	13	25	3	148
143	28	39	2	177
103	39	39	2	33
47	38	15	3	64
112	20	1	1	18
111	23	37	4	201
68	11	5	1	97
140	9	25	3	158
149	9	27	3	182
23	34	23	1	73
32	5	10	1	146
17	5	3	2	33
107	24	38	3	170
125	27	27	4	17
90	38	37	3	197
126	20	37	2	118
66	20	24	4	167
8	39	10	1	175
108	34	38	2	119
21	14	15	4	50
13	34	32	4	138
47	29	16	4	99
129	7	25	2	81
32	41	32	2	41
117	19	39	2	152
9	3	34	4	170
59	7	35	3	129
28	21	12	2	148
122	34	29	1	158
88	18	28	1	157
59	29	8	1	144
35	1	39	3	168
62	30	18	3	48
124	14	12	1	157
80	6	33	4	157
132	33	17	1	23
73	38	16	4	70
141	5	31	3	93
38	25	17	3	174
22	22	10	3	46
150	32	11	1	122
103	7	17	1	93
97	26	13	2	114
112	6	41	3	167
25	16	25	2	165
137	15	33	1	41
147	15	16	4	154
125	40	11	3	25
81	4	24	3	26
142	10	12	2	166
43	16	20	2	52
88	23	37	1	146
49	12	23	4	204
99	10	17	4	9
123	35	6	4	158
7	3	38	1	168
75	28	25	4	114
62	36	14	1	135
44	29	32	4	163
3	7	41	3	167
30	27	35	2	143
10	23	36	1	36
34	35	21	3	104
1	30	13	2	200
108	30	20	2	91
108	32	15	4	17
103	5	25	2	19
88	36	32	2	190
28	30	34	3	158
131	41	8	4	87
147	9	21	2	179
3	15	26	4	161
136	21	3	2	177
59	24	27	4	62
53	1	18	4	47
130	9	11	4	18
39	24	2	3	101
62	39	19	3	142
50	25	9	2	18
1	21	26	2	21
87	22	39	1	163
81	24	17	1	185
126	31	36	3	205
84	27	24	2	86
125	39	2	4	135
67	18	31	4	185
143	29	9	4	7
20	14	16	1	196
93	31	41	4	24
55	40	14	1	205
149	34	3	3	125
32	24	37	2	142
109	2	31	4	46
83	7	14	1	38
79	10	14	4	152
40	26	25	4	76
63	26	16	3	193
121	31	6	1	158
121	21	1	2	165
119	13	15	1	169
81	20	32	4	29
31	11	37	1	99
52	36	34	2	195
90	33	4	3	32
114	39	15	4	14
63	36	14	1	172
26	31	38	3	145
4	13	20	3	196
37	5	35	4	107
76	17	6	2	127
10	8	27	3	159
10	4	38	4	98
44	33	10	1	134
64	38	25	4	87
50	12	11	2	8
56	2	23	1	39
136	8	15	4	32
141	40	29	4	168
27	38	39	4	71
116	10	26	3	22
107	39	37	3	123
121	13	39	2	20
38	3	14	1	2
122	31	3	4	64
127	33	35	1	97
12	3	7	4	159
142	17	9	3	50
50	13	29	1	24
78	22	25	4	180
128	1	20	2	146
72	19	29	3	119
149	4	34	4	160
16	35	18	3	116
68	10	5	4	146
45	11	16	4	178
56	36	32	2	103
19	24	35	1	61
1	31	29	1	199
48	33	31	1	136
38	2	21	2	124
33	24	21	2	85
134	7	40	4	93
44	40	21	1	19
150	32	8	4	89
120	3	6	2	186
58	17	36	4	65
1	21	1	3	64
81	8	18	2	64
136	7	7	4	6
6	9	28	4	87
151	5	39	4	107
26	33	13	3	197
56	2	37	1	199
32	20	5	2	26
43	23	38	2	20
96	4	22	4	194
138	37	16	3	160
145	26	27	2	190
149	27	6	2	164
24	25	18	2	8
45	4	33	1	156
67	7	34	2	115
9	6	38	2	139
92	15	13	1	77
79	40	12	2	202
49	28	21	1	83
61	7	15	1	181
108	13	26	1	178
67	36	19	2	169
4	21	10	4	191
149	26	16	4	87
85	16	41	4	152
35	11	17	1	132
108	18	20	1	60
130	24	9	1	168
124	19	31	1	101
10	13	1	2	11
130	11	23	1	203
32	39	32	2	197
93	11	9	1	106
125	22	13	4	140
113	2	10	4	54
85	9	31	4	185
72	41	12	3	165
11	38	15	2	162
8	17	28	2	66
71	11	39	1	27
96	13	6	3	82
61	25	36	3	76
143	22	13	2	117
7	20	23	4	162
133	15	4	4	83
151	27	8	2	144
136	38	28	1	115
41	36	23	4	90
35	9	2	4	29
88	41	22	3	163
64	3	2	4	79
49	25	35	4	75
100	5	13	1	128
98	13	41	1	202
124	38	5	1	163
97	15	35	3	46
67	37	13	3	31
94	10	33	4	98
112	6	13	3	14
19	21	33	4	64
112	5	40	3	189
121	28	6	2	110
86	9	10	2	197
72	14	22	2	89
87	38	18	2	96
99	41	30	4	34
11	12	30	2	166
16	37	41	3	156
134	28	41	4	133
74	3	27	1	36
59	39	27	2	103
74	30	6	2	78
60	36	20	1	46
127	40	13	2	126
24	20	11	1	14
16	23	35	1	69
96	34	41	1	97
100	18	16	4	206
71	21	21	4	186
134	33	17	2	158
27	32	27	1	108
118	14	28	1	154
141	41	33	3	202
103	26	39	2	204
36	41	4	1	58
122	37	28	3	8
10	6	39	2	112
82	12	9	2	192
107	27	5	2	158
73	16	39	3	164
53	19	11	3	196
57	32	30	3	104
88	27	20	1	170
144	4	36	4	17
30	7	33	1	8
17	12	22	4	8
128	24	21	1	202
36	29	7	4	186
35	33	12	3	189
45	24	4	1	130
65	2	2	4	79
26	1	10	1	112
106	39	29	4	26
94	35	2	4	73
134	13	16	1	6
79	28	8	4	94
14	41	41	4	139
73	28	2	1	65
62	4	9	3	167
121	32	29	2	179
16	14	36	1	104
81	27	30	4	98
126	18	20	4	129
149	28	11	1	147
9	36	19	4	40
102	3	24	4	164
37	29	29	3	112
146	1	34	4	11
38	41	24	4	186
136	1	34	4	192
141	32	15	2	160
62	33	25	2	100
103	34	35	4	186
60	16	6	1	186
53	40	29	1	185
46	8	18	3	43
10	8	13	3	164
47	41	34	4	206
33	24	34	3	175
84	41	7	4	23
148	21	10	3	41
31	39	18	1	91
108	7	39	4	163
151	30	23	2	133
10	19	8	4	179
31	40	12	3	179
14	40	38	4	31
91	25	34	1	145
25	19	31	1	68
138	32	36	4	79
74	25	3	4	55
45	30	5	2	12
46	22	7	2	159
25	36	18	1	70
133	4	24	2	167
67	3	3	3	76
125	20	5	1	186
56	13	40	3	96
104	11	13	4	174
144	5	3	3	150
40	37	12	3	160
83	23	35	3	31
35	2	29	4	98
89	21	8	2	188
66	19	14	2	15
63	29	31	2	119
81	15	25	4	178
95	32	31	1	59
33	41	31	1	149
104	30	26	4	16
18	12	17	2	3
92	5	31	4	112
116	8	5	3	161
111	19	41	2	198
136	23	32	2	125
52	7	8	1	7
104	32	4	1	21
4	18	7	1	180
140	28	1	3	98
27	35	10	2	184
122	25	37	2	204
80	5	7	2	191
83	29	10	1	76
31	26	21	4	123
116	21	36	3	125
48	16	40	3	17
128	11	5	1	95
37	29	14	1	24
64	24	19	4	11
143	23	26	3	142
147	3	37	1	134
139	4	41	2	91
112	25	25	2	163
29	17	14	1	122
106	29	9	1	202
19	8	9	4	37
121	20	6	2	10
2	4	6	2	81
62	6	16	4	109
100	12	10	3	157
99	2	37	1	195
28	20	25	4	185
68	26	37	1	136
100	19	11	4	201
103	22	30	3	181
83	41	33	2	70
52	3	26	3	110
150	19	34	4	74
66	38	29	3	81
10	41	27	2	20
106	30	11	3	144
19	8	34	1	183
6	39	41	2	150
24	27	28	3	139
130	16	2	1	180
89	21	36	3	120
