width	diameter	pcd	et	dia	manufacturer
12	9	9	8	81	18
16	16	49	73	70	40
13	18	11	80	69	24
25	4	27	65	74	24
7	12	3	74	114	88
17	10	11	68	102	49
21	11	3	45	58	85
9	12	44	65	84	75
7	7	23	23	105	62
8	2	32	59	45	58
24	1	45	119	6	40
14	3	41	6	16	68
1	7	12	73	40	41
13	2	36	18	102	37
9	6	38	51	76	14
15	6	29	81	85	29
13	4	31	8	22	67
5	6	22	34	3	85
22	1	50	92	48	2
2	4	30	61	28	67
14	17	2	2	45	83
20	12	18	76	48	85
16	8	13	90	116	60
15	14	8	53	44	78
4	17	39	59	112	19
15	7	29	120	92	54
14	3	41	59	4	7
15	16	7	96	42	33
2	9	15	113	109	61
24	9	17	108	80	62
8	2	6	34	55	74
25	13	17	43	40	56
25	3	9	9	41	44
4	15	47	84	46	21
17	15	13	60	45	50
22	16	12	77	5	26
9	4	42	42	41	25
23	18	49	118	26	6
10	18	2	43	93	32
8	13	41	78	82	20
18	12	48	119	5	82
25	15	18	94	106	1
15	17	7	14	68	61
16	17	40	85	33	25
20	2	18	67	113	36
7	16	11	53	81	71
7	5	15	57	48	25
8	10	16	80	13	70
8	10	18	28	58	81
9	6	50	22	9	88
10	9	36	28	93	10
16	6	48	87	102	15
9	16	36	66	2	45
9	15	19	111	56	2
6	5	51	24	80	61
13	3	33	119	96	36
12	11	2	42	67	36
25	11	46	64	73	43
2	11	40	99	65	65
6	15	45	89	75	42
4	11	5	108	99	28
5	8	49	5	55	75
15	10	6	55	30	61
7	16	17	4	67	77
4	6	4	121	59	63
26	17	19	45	48	71
16	1	36	8	19	17
14	5	24	19	33	36
11	11	38	113	83	43
16	12	6	82	46	72
18	10	8	103	22	60
21	15	45	125	104	23
26	11	25	25	75	7
8	17	2	69	5	87
19	5	11	31	97	72
6	10	39	119	13	86
9	13	6	88	18	66
11	16	3	45	56	50
26	12	7	86	37	37
15	3	13	120	90	3
6	13	29	47	92	16
24	6	51	28	80	50
15	5	35	29	113	15
6	3	40	100	19	58
17	7	35	58	80	21
5	18	24	72	6	11
18	2	8	23	90	16
5	10	47	97	19	7
2	1	48	7	63	45
22	5	14	41	63	60
5	2	1	93	93	80
17	18	51	74	7	30
14	7	43	74	88	72
6	2	14	122	39	79
8	18	47	125	62	74
4	14	31	17	114	60
3	17	23	66	109	3
22	9	19	70	98	40
7	1	12	33	50	37
8	8	22	121	115	72
21	16	45	53	35	63
8	11	49	47	33	81
23	11	8	21	96	1
19	4	31	27	31	50
11	18	42	96	61	80
12	11	6	69	20	27
7	11	33	2	74	35
5	11	13	115	27	87
6	9	16	50	94	66
6	10	7	8	113	72
14	1	36	123	67	72
9	16	21	1	95	8
9	18	39	36	64	52
26	6	26	44	41	21
8	11	11	3	59	12
21	1	3	125	101	37
7	1	5	19	41	50
13	4	42	101	19	6
23	1	32	21	108	71
17	8	28	89	22	29
23	3	9	87	32	31
7	16	7	75	90	18
2	15	25	99	102	16
2	7	41	119	30	80
20	2	21	100	2	39
2	4	50	125	4	47
20	2	9	115	92	30
6	9	37	22	96	67
1	16	7	93	8	73
25	4	14	103	26	82
6	8	42	32	104	42
14	2	46	48	42	44
8	12	16	56	5	72
19	8	39	92	56	41
12	15	49	9	40	33
8	16	45	4	50	85
8	17	9	101	108	17
3	11	33	69	97	32
23	1	21	60	43	89
17	15	3	44	53	42
20	15	37	28	59	66
1	6	1	85	100	43
20	2	4	33	95	66
16	17	30	57	29	53
25	12	51	91	24	70
18	1	7	68	60	39
6	9	36	23	66	21
7	8	25	125	12	12
26	10	29	61	99	74
4	12	27	40	21	72
9	12	46	62	112	41
11	10	22	30	21	84
17	15	1	44	88	81
13	16	34	40	52	57
22	13	25	25	17	1
12	14	8	40	13	61
3	18	51	43	110	74
16	11	27	50	63	49
22	10	20	98	37	51
8	5	12	122	13	63
5	7	47	21	80	70
21	11	47	81	62	26
20	9	31	63	105	22
2	10	30	9	4	48
18	3	8	103	103	44
6	4	12	23	96	27
4	1	24	9	100	12
8	18	30	67	57	37
1	4	4	104	31	37
26	13	2	66	30	35
20	3	37	29	74	26
19	18	35	75	30	71
7	1	35	79	60	42
7	1	31	64	116	62
16	14	32	2	58	47
18	17	45	103	97	81
22	9	16	109	15	41
26	7	26	30	104	38
7	11	19	72	44	45
21	7	33	6	88	15
3	15	14	25	96	51
8	11	21	91	115	2
4	12	45	70	68	43
14	3	4	35	99	45
13	15	42	52	70	79
13	12	48	65	91	64
6	12	19	112	68	85
10	11	30	8	20	63
2	4	10	33	4	52
7	9	17	96	67	67
20	14	10	120	104	85
7	7	50	21	48	13
17	14	19	55	75	23
18	4	9	69	51	86
7	5	13	99	30	88
15	14	20	27	34	43
14	2	15	111	99	27
24	14	16	109	8	89
24	1	10	121	47	55
5	12	2	19	65	32
11	18	42	125	40	26
13	14	42	101	106	13
8	16	9	71	67	33
2	3	46	15	60	3
26	6	11	26	24	32
24	17	7	67	5	49
3	8	34	97	56	26
13	14	30	63	50	74
13	2	3	29	55	47
7	10	29	39	22	37
19	11	19	103	107	36
10	6	10	70	110	70
26	1	37	64	106	79
10	7	35	52	35	4
6	2	51	101	13	45
6	13	23	117	47	88
12	12	15	107	17	87
24	1	32	57	44	69
19	18	46	80	45	8
6	10	45	4	31	52
4	5	25	54	7	64
6	10	25	51	23	26
15	16	5	126	28	50
24	8	38	20	17	64
25	13	18	18	89	63
22	7	42	86	56	17
12	16	32	27	103	84
23	12	49	56	100	56
22	11	8	45	28	2
16	15	23	47	3	18
24	18	21	83	98	53
21	8	12	18	79	26
22	13	16	17	91	54
7	3	39	109	96	88
21	9	41	101	77	37
26	11	11	31	65	20
24	14	1	60	100	74
7	4	44	16	111	50
25	11	14	99	34	88
17	5	23	19	94	35
20	6	18	42	52	34
3	1	18	101	52	78
26	14	18	64	86	13
14	5	1	48	72	50
26	10	51	101	110	30
9	6	3	63	59	54
6	4	3	30	108	11
17	9	49	38	46	30
12	6	39	18	28	57
10	18	32	107	8	83
17	8	51	116	85	33
26	14	20	30	75	59
19	14	41	35	91	23
13	9	18	70	88	68
9	8	29	79	14	20
11	6	22	11	97	46
13	18	44	12	93	62
18	2	49	23	112	30
15	18	15	3	83	68
17	12	41	51	79	45
26	9	41	120	15	33
3	9	49	27	61	56
1	7	31	92	41	73
8	2	49	29	13	82
23	7	10	22	58	81
8	18	6	9	101	29
9	11	51	66	82	89
5	1	11	29	71	53
14	11	13	75	28	4
10	17	33	106	58	20
6	3	34	55	105	41
26	9	30	105	104	84
2	11	45	67	103	19
23	1	45	81	96	12
24	16	14	7	40	55
21	18	25	1	69	67
14	15	15	17	39	61
21	11	18	84	32	30
20	8	13	99	13	29
6	7	50	25	84	60
1	7	46	49	116	34
23	10	39	87	79	65
24	13	10	100	43	40
18	4	47	27	46	32
26	4	22	43	83	29
22	7	33	11	69	60
21	16	43	31	112	32
16	9	48	91	35	39
5	1	7	21	109	29
12	13	47	50	99	73
1	18	8	98	45	84
6	2	29	100	48	46
23	15	45	111	100	34
3	14	29	60	34	52
6	9	16	79	9	46
16	16	40	80	115	78
13	4	49	98	79	62
3	7	41	77	38	12
5	17	26	79	10	31
17	12	40	124	7	55
25	7	45	124	64	58
23	8	43	35	41	16
2	11	11	56	1	75
6	14	9	100	85	26
12	1	47	43	74	2
25	16	18	2	30	34
2	18	30	42	35	69
5	18	29	40	66	35
9	8	34	36	79	34
8	1	22	36	115	77
8	14	27	32	16	30
21	1	2	26	86	88
20	5	50	75	82	49
10	4	15	28	74	70
22	15	34	12	27	81
19	16	14	17	67	36
18	14	50	116	51	59
9	3	12	33	91	42
17	11	25	65	64	63
26	11	39	88	39	2
6	16	5	21	3	6
11	7	6	20	34	73
17	3	17	13	32	75
2	17	50	58	82	18
4	6	8	66	97	48
23	2	4	31	36	47
7	2	16	14	16	35
21	14	38	122	51	28
2	9	13	28	53	1
20	1	32	106	35	10
1	12	49	60	5	72
16	9	7	61	64	71
16	7	51	10	86	24
4	4	37	62	62	65
10	11	47	35	37	68
6	13	31	107	85	1
19	3	49	19	85	16
12	16	43	107	76	87
24	14	8	71	34	9
12	12	12	115	107	87
4	15	24	13	92	66
11	9	24	40	50	51
4	13	5	63	18	4
16	2	40	101	63	9
16	18	35	76	61	54
18	16	25	56	13	34
11	9	39	107	87	64
5	11	10	72	21	25
13	10	43	70	27	65
16	11	31	79	26	84
6	4	47	11	56	33
2	6	30	38	109	74
2	6	25	57	85	62
9	7	17	93	17	28
16	14	44	86	64	31
4	12	15	117	103	76
7	2	14	25	81	40
24	17	40	77	43	40
25	17	9	4	99	41
5	8	30	45	49	86
26	6	42	113	76	54
16	12	39	10	99	38
4	15	1	110	82	7
19	18	39	19	48	74
23	2	34	81	45	15
13	17	31	40	16	7
14	12	21	77	110	45
1	4	5	58	41	37
19	14	40	40	105	52
12	10	12	17	19	69
6	4	47	115	23	31
17	2	14	32	108	9
18	9	8	78	97	19
7	16	1	25	53	3
8	2	46	28	82	18
4	5	50	70	92	31
17	16	18	115	10	44
2	5	17	77	83	69
21	5	41	123	99	71
7	8	31	111	89	79
21	3	2	28	30	1
18	11	6	75	23	57
4	9	48	121	28	23
21	17	22	116	78	35
22	7	43	57	62	37
23	17	50	107	111	53
9	2	50	36	50	81
14	2	51	48	86	72
1	12	21	87	94	75
17	15	43	35	59	20
2	5	24	52	112	13
21	18	17	35	3	9
11	11	26	62	35	10
9	18	25	73	78	3
3	16	34	72	69	25
19	9	3	104	113	11
6	13	15	63	40	60
14	15	10	56	116	59
6	8	21	117	6	23
18	14	27	23	100	6
21	16	33	36	94	14
16	16	39	97	90	5
24	3	22	102	106	14
11	2	12	10	28	37
14	7	12	86	77	33
20	3	35	15	62	24
20	14	3	51	13	25
24	6	3	23	97	14
21	9	43	112	87	55
13	14	38	46	42	8
16	10	23	3	29	75
13	17	41	122	65	69
13	14	42	98	22	21
19	7	34	30	84	67
4	2	30	90	10	24
14	5	22	52	110	38
24	10	4	1	106	51
23	17	27	114	23	86
6	3	33	68	23	73
25	14	36	109	7	74
15	2	24	123	14	14
25	9	44	94	14	18
8	6	14	17	64	55
5	10	11	101	114	85
26	9	22	99	10	18
15	17	48	121	77	72
5	4	1	1	71	66
21	5	38	85	62	8
8	4	17	36	46	66
16	10	3	16	68	68
12	8	14	64	104	68
9	12	1	43	112	61
9	7	34	67	54	22
15	5	41	77	57	59
17	13	14	43	84	75
3	13	20	92	25	31
15	9	22	93	66	75
6	14	16	37	5	58
24	1	21	51	83	32
21	16	30	29	64	62
7	7	21	92	35	66
5	13	2	78	33	32
23	15	12	7	3	3
18	8	40	8	15	73
25	3	48	113	106	62
13	5	37	29	70	66
24	1	47	66	27	19
11	10	4	103	43	71
9	16	23	122	96	55
6	9	41	115	113	42
23	16	36	118	12	11
24	4	44	47	101	6
11	2	35	77	20	19
23	13	50	15	57	6
7	14	49	76	93	87
17	4	23	87	27	50
15	17	7	61	60	19
2	12	46	103	35	32
12	10	28	117	43	75
12	17	18	101	23	61
19	13	47	1	4	3
4	2	31	67	29	8
16	6	18	117	102	37
24	10	41	116	90	19
12	6	35	45	35	74
24	17	7	24	83	57
16	9	7	32	5	68
2	3	6	105	24	85
2	13	3	79	43	27
12	3	39	2	41	7
3	11	31	42	47	37
13	5	42	3	104	53
2	1	20	102	79	78
19	17	34	102	15	51
11	6	39	120	58	65
3	14	11	38	60	13
17	12	44	68	53	4
26	1	25	18	43	17
15	18	8	48	96	81
5	15	16	9	90	70
9	5	2	40	59	38
4	9	6	93	50	30
26	18	43	51	58	70
8	1	39	68	83	50
18	16	46	91	34	58
5	1	48	105	92	67
15	15	15	105	108	86
11	5	38	73	64	89
3	7	28	14	72	84
20	17	2	35	14	76
9	5	16	31	108	60
5	10	23	56	64	42
26	18	36	37	76	21
21	11	23	122	18	69
8	6	38	72	102	86
19	16	36	30	9	49
5	17	6	98	72	86
22	16	5	96	36	74
12	9	27	59	51	38
15	10	24	57	43	40
16	14	14	109	18	61
26	9	35	124	42	38
11	5	8	35	76	17
26	6	5	113	5	41
19	15	26	36	114	53
6	15	10	121	61	16
4	10	48	55	40	55
4	2	33	82	35	1
10	3	43	99	76	73
25	2	25	104	98	31
21	16	9	23	46	3
12	7	6	35	12	35
26	9	40	68	101	84
24	8	31	118	61	89
11	6	43	35	67	65
7	10	22	54	37	36
18	12	38	43	10	77
21	10	15	72	59	45
13	7	48	20	98	26
9	18	23	1	25	19
8	12	22	44	20	80
12	10	2	5	73	8
9	7	38	77	75	82
18	12	34	25	83	42
22	6	48	114	108	2
9	13	39	112	97	23
18	6	25	36	4	18
5	13	23	14	22	76
19	9	17	28	70	78
22	9	47	32	14	13
17	12	23	106	39	66
10	7	26	111	115	89
15	4	34	35	72	19
4	7	34	3	90	77
11	8	16	53	77	68
5	7	25	88	9	60
12	15	27	87	100	28
23	18	2	69	69	60
15	2	42	53	32	45
14	4	16	105	85	19
18	8	27	78	16	87
15	18	18	110	65	51
2	9	39	83	6	37
12	3	33	69	25	68
13	8	6	35	30	51
15	7	50	126	92	30
24	8	3	33	41	25
4	7	9	5	27	87
9	9	40	46	97	76
1	3	14	47	49	24
22	10	30	2	65	14
2	2	49	119	65	61
5	6	36	64	53	56
15	12	30	75	26	16
5	14	15	96	53	6
20	15	49	36	54	2
8	5	38	10	23	68
3	7	42	15	45	44
9	8	34	78	53	16
3	9	13	48	75	38
5	3	30	96	30	39
21	15	19	3	114	63
11	1	18	82	53	67
14	12	28	74	110	74
24	7	33	73	4	68
19	1	12	6	28	34
20	16	43	113	71	62
13	3	47	114	55	25
12	13	15	41	26	77
22	15	49	47	84	29
3	16	41	112	51	79
8	18	7	20	113	57
6	5	10	81	89	23
12	11	48	61	49	31
9	2	5	74	78	37
1	2	23	105	42	42
17	1	21	93	20	6
24	9	48	5	8	51
11	7	17	54	11	22
2	14	30	87	38	56
24	17	19	23	10	76
9	14	35	125	86	87
16	4	2	38	17	18
13	7	51	73	30	18
9	13	49	32	53	46
17	5	26	75	97	82
13	2	8	65	97	83
25	9	5	40	106	22
18	12	45	24	6	53
22	6	47	65	81	61
22	8	29	5	10	40
16	7	42	79	68	29
6	7	21	14	27	28
12	10	26	15	40	40
19	2	15	56	76	78
10	9	4	4	8	84
14	13	28	92	113	29
21	9	47	39	44	17
4	12	18	106	109	35
24	5	1	123	85	7
21	12	13	34	6	57
2	14	37	3	71	57
18	15	33	14	2	65
10	10	3	78	46	52
26	11	19	59	59	83
24	10	40	72	36	53
8	6	47	83	53	86
3	8	41	118	63	77
24	13	24	17	115	55
18	2	25	71	70	48
8	14	35	89	10	31
10	1	31	11	41	19
8	11	16	21	75	33
25	13	37	112	46	28
14	5	18	6	85	11
19	1	23	114	70	58
12	4	28	82	115	63
1	15	29	86	100	25
13	1	14	34	30	86
22	17	26	40	35	23
25	16	24	40	46	85
12	11	40	85	98	41
5	8	24	1	61	64
10	17	33	31	66	79
23	7	20	76	113	27
24	16	31	4	93	73
7	3	33	112	103	74
13	1	31	111	33	86
26	1	1	33	17	27
25	16	47	29	103	27
9	12	39	79	94	10
5	6	9	70	87	89
6	10	10	106	43	79
12	9	7	66	86	81
14	2	24	82	93	49
15	13	8	90	89	26
18	2	51	76	47	49
13	8	27	77	104	24
11	16	50	51	62	58
9	17	39	15	37	48
25	7	45	1	80	7
22	15	6	108	17	66
16	5	11	65	44	80
5	12	20	32	66	78
22	10	25	94	22	65
21	3	33	51	95	9
7	3	5	43	108	68
19	15	41	79	72	42
22	3	38	21	86	4
3	4	29	16	50	9
10	4	17	54	46	64
2	16	21	60	65	68
13	13	27	78	112	29
20	1	8	24	19	5
15	2	42	99	16	19
3	1	24	11	84	8
13	1	3	68	13	78
26	16	5	96	70	89
11	1	43	39	102	21
2	9	9	63	2	41
25	18	16	50	22	60
13	10	39	89	16	44
7	14	28	44	110	66
25	13	13	100	110	61
14	9	35	18	96	60
14	10	50	111	34	41
17	5	14	31	60	79
19	4	7	108	94	76
26	6	23	116	49	20
14	5	40	120	60	25
22	5	15	7	81	82
11	10	10	67	16	85
17	10	48	65	18	29
23	15	41	64	2	68
21	13	34	103	75	1
19	6	35	66	71	79
14	18	26	24	4	81
14	18	18	32	21	12
4	4	32	11	2	71
8	3	20	76	56	82
21	1	35	64	56	66
4	15	16	85	56	54
13	10	39	9	14	35
16	16	2	116	95	34
1	14	51	47	43	19
3	2	19	24	58	67
26	6	1	106	56	43
7	17	40	100	99	73
13	2	7	34	85	44
25	5	28	68	105	17
14	15	31	40	47	7
3	15	21	19	67	31
13	18	34	16	2	58
21	18	37	74	15	71
12	10	45	89	73	17
3	10	38	126	74	64
2	17	37	126	55	82
17	8	30	59	44	63
15	16	17	84	77	46
8	15	33	97	84	88
10	8	51	15	100	5
16	3	46	5	100	58
24	2	14	46	25	31
7	5	6	11	66	38
17	13	19	115	12	55
23	17	51	81	80	17
9	4	33	93	27	49
15	2	27	111	85	1
19	3	36	114	110	7
14	18	24	32	93	34
18	15	41	92	90	29
22	14	24	126	66	84
13	6	34	66	31	67
6	5	8	114	4	76
2	8	41	41	50	86
18	14	30	41	116	80
11	8	19	75	70	78
14	11	1	57	35	25
1	4	40	106	40	38
22	3	4	59	83	88
15	7	2	58	52	66
4	10	50	23	115	58
12	1	10	67	23	60
3	16	3	118	89	88
7	4	10	10	36	75
6	7	25	58	49	59
9	14	49	14	95	49
20	9	29	5	109	19
10	10	49	119	112	80
24	3	10	36	60	11
22	14	12	118	68	59
9	5	10	69	30	53
9	16	5	41	77	59
21	3	49	13	69	19
16	5	25	66	32	33
25	18	1	77	6	26
17	5	49	89	116	29
9	1	23	62	13	56
4	18	28	46	52	18
11	8	39	74	31	42
5	3	30	72	84	75
6	7	50	1	12	78
14	13	51	88	58	83
1	8	23	88	80	61
7	9	4	54	105	13
11	4	39	97	79	41
13	5	35	58	69	49
15	4	11	88	35	68
10	2	27	8	14	45
16	17	30	21	103	30
4	4	37	46	105	28
25	1	16	48	21	41
24	12	48	20	25	57
24	7	29	105	90	10
12	2	48	110	115	3
6	12	6	125	7	86
25	5	47	12	62	12
18	14	50	75	19	80
11	11	27	92	92	37
4	3	38	49	23	56
5	14	12	117	84	13
13	1	38	109	1	75
10	18	8	43	53	65
17	10	10	3	2	72
1	17	15	97	7	68
3	3	43	94	95	47
20	14	46	107	112	68
21	5	15	40	108	27
8	10	29	13	28	62
15	1	30	1	13	55
8	12	30	68	25	80
25	3	41	37	58	15
5	17	18	54	9	7
14	11	49	30	76	80
8	18	22	61	58	7
24	14	18	84	58	35
19	7	39	123	56	85
7	16	26	54	85	50
21	4	24	57	5	62
17	9	17	25	34	16
10	4	15	112	48	39
5	15	24	33	52	73
15	11	21	94	18	73
11	9	41	35	97	30
5	5	43	103	25	22
10	7	20	41	3	67
21	4	45	109	102	32
8	13	15	27	72	47
22	18	17	12	81	13
17	10	47	115	13	11
3	2	39	126	10	88
6	3	26	121	87	70
11	3	43	91	111	38
15	9	10	117	63	28
8	18	50	68	28	28
4	8	25	115	74	28
7	8	44	112	47	36
19	13	5	15	93	81
12	1	41	103	90	48
12	14	14	125	98	6
23	6	29	49	6	14
20	10	51	22	56	44
7	7	16	108	73	5
15	2	5	19	10	24
25	11	46	77	12	40
3	8	45	35	114	75
17	15	50	116	47	43
10	11	27	89	115	53
8	9	26	12	110	78
15	9	41	49	59	68
20	5	20	93	110	65
26	1	30	114	76	42
14	3	15	106	91	68
24	14	14	4	30	7
19	1	10	93	76	68
6	18	50	32	101	62
4	18	29	52	104	32
21	12	13	113	42	82
20	2	48	30	93	12
17	17	22	8	110	52
10	17	46	24	40	52
17	14	33	76	100	18
8	4	14	101	57	38
26	1	36	118	10	18
5	15	21	22	68	70
9	2	43	119	89	36
12	1	20	17	8	30
22	15	45	26	6	46
23	4	13	62	116	63
24	13	15	103	69	50
7	5	5	126	110	73
9	8	45	66	7	41
25	3	36	43	57	68
8	11	38	119	9	86
17	12	33	88	48	68
13	12	14	51	32	21
22	4	35	29	115	62
25	13	21	24	89	74
16	6	23	115	19	38
1	4	2	58	12	82
25	6	37	108	55	77
20	11	16	80	19	75
4	7	2	94	44	20
4	9	2	21	36	79
14	3	16	6	10	32
20	4	14	13	88	67
16	3	1	95	113	63
2	17	50	57	74	9
14	3	4	10	106	58
8	9	30	93	73	63
1	3	20	124	51	43
13	7	36	29	51	41
24	1	33	123	16	16
2	18	26	59	82	57
19	8	23	97	43	81
26	3	40	9	47	67
8	8	41	79	22	74
22	1	21	110	60	48
14	17	36	86	53	27
21	8	7	90	99	6
23	8	20	121	49	48
5	6	40	25	97	75
13	5	19	81	49	73
13	10	46	48	95	39
26	18	46	78	89	57
11	18	30	70	38	66
4	1	17	112	70	19
18	6	15	82	104	51
24	2	19	42	37	82
3	14	30	14	46	54
14	3	5	108	40	84
3	13	3	25	56	86
14	18	48	51	80	38
8	11	41	39	99	35
13	3	8	116	42	4
22	16	27	22	75	49
19	5	34	18	32	60
21	16	30	80	42	7
17	12	24	116	86	9
25	3	40	27	83	37
24	7	28	54	10	60
7	8	7	43	94	46
23	11	38	15	23	12
23	14	11	16	98	61
2	11	32	84	42	23
6	6	46	38	51	31
11	14	48	78	15	29
13	10	23	115	5	41
17	5	49	116	107	67
16	10	45	89	77	9
2	1	6	109	107	76
11	16	12	5	47	21
14	7	50	22	23	35
14	4	28	21	44	88
5	7	51	63	115	59
5	5	6	47	76	34
17	1	2	120	106	41
21	4	23	107	42	22
25	18	28	126	106	46
17	10	14	89	48	10
8	10	42	29	30	43
23	6	30	107	65	51
17	12	34	88	16	24
10	1	30	81	86	28
9	8	50	115	98	53
23	5	45	93	53	84
17	4	14	66	70	31
17	17	49	97	112	48
9	11	4	34	115	89
13	10	21	14	8	73
8	10	50	91	90	14
15	16	40	77	52	27
2	15	49	22	51	83
3	9	19	101	58	83
6	18	33	10	24	47
17	12	6	105	51	26
7	3	16	69	4	84
12	4	17	31	110	56
7	16	30	27	108	31
5	8	3	55	82	27
5	17	36	124	67	66
11	7	22	82	112	58
12	9	8	53	64	71
2	9	49	49	13	3
4	14	29	98	94	50
6	15	36	77	109	64
17	2	42	74	91	33
10	17	20	37	52	80
10	14	40	67	56	41
11	5	28	115	29	1
20	4	15	97	62	77
17	4	2	8	35	61
14	6	26	99	69	35
23	11	1	106	70	81
11	2	49	63	103	50
22	8	10	37	27	72
6	16	22	59	61	59
4	17	28	36	30	2
25	8	48	23	77	14
10	3	6	113	56	73
19	4	4	51	22	68
15	7	39	18	30	69
20	7	12	103	57	84
5	15	14	93	48	63
2	9	51	75	91	13
18	16	6	48	63	49
8	6	33	53	3	60
19	1	28	55	52	49
10	8	4	78	91	6
5	13	43	121	46	83
25	5	30	92	89	20
1	16	18	51	33	38
6	14	22	32	45	84
14	7	32	125	88	59
20	3	18	94	91	9
5	11	14	68	70	5
16	18	10	74	92	60
23	9	46	75	1	47
2	6	6	112	108	62
17	12	14	61	46	51
12	6	18	3	55	54
21	1	14	68	81	41
15	7	34	63	107	11
7	14	34	30	32	82
14	3	39	4	47	40
18	6	25	30	90	47
7	10	19	36	22	77
16	16	17	102	27	58
14	13	22	57	94	29
14	13	43	83	31	71
9	16	44	81	94	50
26	8	25	36	93	67
3	18	45	52	67	7
26	2	17	56	71	76
17	16	27	114	7	67
9	17	42	42	36	83
18	15	7	125	110	11
24	18	6	37	14	21
25	6	38	95	112	77
18	5	26	98	110	88
8	8	9	78	103	84
11	12	44	90	64	65
8	2	43	124	82	70
18	8	23	56	39	53
9	9	33	39	14	53
26	16	28	6	87	19
13	12	4	11	20	49
8	4	14	22	40	77
13	4	2	54	78	63
15	12	15	7	29	48
12	18	20	5	71	47
10	13	6	34	71	35
20	15	12	37	100	31
7	3	25	80	93	35
4	7	5	107	59	45
6	15	14	88	69	60
20	6	44	37	91	50
17	11	32	93	24	51
7	6	13	11	18	43
22	3	6	95	96	59
13	17	23	97	89	35
10	9	48	88	36	64
5	12	12	51	109	25
24	16	12	6	110	77
14	11	46	90	80	43
16	16	18	120	9	8
20	6	38	73	11	7
14	16	12	35	34	55
5	6	13	38	86	17
13	10	43	67	31	23
16	2	9	57	41	58
23	9	20	103	78	85
13	14	8	82	102	82
25	6	30	29	63	33
12	18	28	119	2	48
7	10	6	123	4	40
1	5	11	26	76	7
18	6	7	85	63	4
18	16	9	6	67	18
17	9	3	119	78	13
19	3	16	82	12	32
22	4	22	14	63	22
2	14	41	84	105	12
20	14	10	14	111	65
9	9	8	29	82	71
12	6	25	108	82	45
15	2	29	26	98	8
24	18	37	26	80	32
12	9	23	3	30	53
19	3	47	36	110	14
16	9	30	111	62	80
3	7	35	56	74	77
6	16	34	52	89	31
15	15	49	62	44	67
25	1	28	85	110	71
7	14	44	89	96	61
3	5	22	2	95	78
3	8	32	96	41	2
6	2	27	90	45	46
26	6	24	89	108	27
20	3	21	21	42	26
15	6	18	50	29	39
9	11	38	90	32	16
8	9	25	11	79	54
20	4	34	90	87	15
20	1	32	91	100	27
22	4	45	48	61	6
13	1	21	23	14	15
25	11	28	14	113	29
12	11	13	116	38	29
7	7	32	45	76	34
13	17	40	77	80	50
13	16	36	34	16	19
4	17	25	92	78	26
23	3	25	15	105	75
10	17	22	37	63	61
22	7	46	70	5	22
3	3	38	32	84	8
22	11	44	9	73	74
16	12	26	60	50	37
6	16	19	23	57	62
21	9	21	47	54	65
8	8	34	87	83	86
20	3	20	37	102	59
13	14	17	43	105	59
1	12	24	88	32	62
1	12	10	11	52	6
24	17	42	103	36	71
15	13	3	96	40	50
5	11	8	48	106	25
2	13	48	28	87	48
19	17	51	33	97	10
6	7	26	19	39	62
10	6	41	30	95	60
13	16	40	95	82	84
24	5	17	5	98	54
16	8	42	95	84	72
8	6	35	2	98	50
12	15	5	82	58	26
25	16	34	53	67	89
21	15	10	30	99	59
5	6	32	119	73	87
16	8	50	113	1	34
3	11	19	105	77	61
7	18	15	108	101	19
17	7	16	42	18	40
5	15	44	63	93	34
9	2	18	9	50	39
15	2	39	117	55	7
14	7	26	109	3	24
22	2	21	61	63	1
21	10	38	16	41	12
5	3	35	103	101	37
4	6	33	3	11	3
6	8	40	122	66	72
3	7	14	82	56	59
12	13	4	66	8	7
20	3	22	29	114	50
2	8	1	50	24	18
1	12	15	107	109	43
25	10	35	64	30	42
16	7	33	114	104	11
18	1	10	112	115	67
25	16	35	12	23	2
26	1	11	126	103	10
10	15	19	119	23	86
7	8	10	36	86	23
2	8	17	36	45	14
11	14	31	28	35	68
16	7	31	72	88	56
2	1	23	6	7	44
1	16	47	12	58	75
12	3	13	55	48	55
15	11	10	91	92	84
1	1	37	86	62	60
21	17	28	11	60	21
16	8	46	104	116	30
26	17	48	89	9	62
12	4	8	68	111	86
3	2	17	56	109	1
6	4	31	51	69	13
8	16	24	54	103	56
10	8	21	105	89	35
9	3	44	64	19	9
11	6	7	89	78	11
4	16	14	16	70	58
19	16	8	29	47	39
26	13	27	60	16	67
2	6	18	57	113	19
13	15	12	105	95	67
24	8	27	114	111	86
25	12	25	22	115	82
10	17	20	100	45	74
6	4	28	113	49	21
12	15	22	21	87	51
22	6	42	108	111	35
22	6	10	72	27	54
16	6	2	11	49	24
14	18	40	67	24	56
25	5	36	76	13	42
2	2	39	122	41	25
3	17	25	67	74	16
1	4	24	120	80	41
13	7	18	8	85	44
6	8	12	111	76	63
15	18	35	9	35	27
21	18	38	38	82	23
2	11	2	16	54	7
23	1	23	75	63	65
21	14	29	72	52	85
14	8	23	41	113	65
25	15	4	46	16	63
13	5	25	102	4	26
1	2	46	37	59	54
7	16	19	25	18	2
20	4	37	33	74	35
7	9	21	13	65	39
7	2	51	120	77	24
20	1	14	115	100	89
4	7	26	7	32	79
26	14	2	125	41	33
5	17	27	49	80	67
26	3	41	73	66	38
17	13	3	72	2	84
